gene,log2FC,t,p,s2,s2_post,fdr
G085832,0.43256590000000017,1.6171891325400443,0.15696482693226824,0.1430912005878258,0.14309120058679733,0.6444515480895271
FAHD2A,0.49040450000000035,1.617116361620904,0.1569805300941566,0.18393159905958334,0.18393159905807913,0.6444515480895271
SELENOT,0.4051941250000013,1.6170032627360416,0.15700493856673914,0.1255840494781978,0.12558404947737328,0.6444515480895271
PRR15,-0.5654573499999995,-1.6169228922026055,0.1570222859642658,0.2445969758582716,0.24459697585606066,0.6444515480895271
CAMK2D,-0.31732197500000137,-1.6168094367899148,0.1570467776117572,0.07703935219841625,0.07703935219815725,0.6444515480895271
G023513,0.4527671,1.616647525090942,0.15708173585280027,0.15687330106141914,0.15687330106023012,0.6444515480895271
AL049637.1,0.39344065000000006,1.6165790560055364,0.15709652120227935,0.11846622719769917,0.11846622719695757,0.6444515480895271
IZUMO1,0.5514832500000004,1.6164538054650495,0.15712357149328468,0.2327920004281249,0.23279200042605147,0.6444515480895271
LAMP1,0.15229087500000027,1.616437354967665,0.15712712462895168,0.017752519697156337,0.017752519697588003,0.6444515480895271
AMHR2,-0.3248494999999991,-1.616384685532016,0.15713850119362013,0.08078020423291658,0.080780204232614,0.6444515480895271
AC091885.2,-0.04691239999999963,-1.616075148833392,0.15720537683325927,0.001685319302449999,0.001685319303068841,0.6444515480895271
LHX2,-0.06216449999999796,-1.6159960598669576,0.15722246842684132,0.002959608665833303,0.0029596086664372997,0.6444515480895271
CATG00000109489.1,0.39506142499999974,1.6159883708744585,0.1572241301583216,0.11953161442026461,0.1195316144195106,0.6444515480895271
LINC01976,-0.3061407499999991,-1.6159847028730587,0.15722492288621925,0.0717790636274583,0.07177906362726058,0.6444515480895271
FAR2P1,0.46002344999999956,1.6158972504478746,0.15724382422205868,0.16209232553539152,0.16209232553414168,0.6444515480895271
AL157895.1,-0.5300015250000003,-1.615876073156377,0.15724840165552895,0.2151632688371928,0.21516326883532474,0.6444515480895271
APIP,0.41966842500000023,1.6158613197769014,0.15725159064722355,0.1349069785411728,0.13490697854023967,0.6444515480895271
PRIMPOL,1.1200662500000007,1.6157014667259058,0.15728614737475924,0.961158873232125,0.9611588732215665,0.6444515480895271
HMGXB3,-0.33090005000000033,-1.6156680862749808,0.15729336441277145,0.0838917720348958,0.08389177203455697,0.6444515480895271
ADGRV1,-0.4581705499999993,-1.6153899337638045,0.15735351482876409,0.16089020017479255,0.16089020017355674,0.6444515480895271
TBC1D10A,-0.4135958249999998,-1.6153653082394104,0.1573588411516457,0.13111149957597953,0.1311114995750906,0.6444515480895271
AC022469.1,-0.03427730000000029,-1.6152166961104812,0.15739098853769934,0.0009007030141166675,0.0009007030147446496,0.6444515480895271
XLOC_005659,0.1360247750000001,1.615198996720468,0.15739481764149868,0.014184497520516239,0.014184497520989471,0.6444515480895271
AC002347.1,-0.3509664749999999,-1.6150563617918234,0.15742567867422222,0.09444650633896623,0.09444650633850445,0.6444515480895271
AC012170.2,-0.3651049999999998,-1.6149415789289463,0.15745051772689875,0.10222377721837346,0.10222377721782108,0.6444515480895271
EIF2AK2,0.5584959999999999,1.6148288940833293,0.15747490641036152,0.23923080762933321,0.23923080762718477,0.6444515480895271
CATG00000107348.1,0.5598249500000003,1.6146869773988475,0.157505626954401,0.24041292386457572,0.24041292386241353,0.6444515480895271
XLOC_011525,-0.3138412499999994,-1.6146426543641985,0.15751522268485738,0.07556091409179162,0.07556091409154986,0.6444515480895271
RGMB-AS1,-0.18822199999999967,-1.6146400552338842,0.15751578540179464,0.02717811419966666,0.027178114199988525,0.6444515480895271
AC005921.2,0.49547514999999986,1.6145887843429882,0.15752688604534928,0.18834317556999913,0.18834317556844352,0.6444515480895271
CLRN1,-0.5289530000000013,-1.6145655726724264,0.15753191184220314,0.2146608226032499,0.2146608226013877,0.6444515480895271
ADGRA3,-0.30406267500000084,-1.6144858063502248,0.15754918403448528,0.07093944017481298,0.07093944017462504,0.6444515480895271
CEMP1,-0.35902115000000023,-1.6144609463044535,0.1575545674717033,0.09890425482872238,0.09890425482820867,0.6444515480895271
G051065,0.15984510000000185,1.6143774780266333,0.1575726437937516,0.01960733055983917,0.01960733056024923,0.6444515480895271
AC099508.1,0.3865998500000014,1.6143091201750366,0.1575874491994535,0.11470436825355583,0.11470436825285805,0.6444515480895271
MED9,0.4074359000000003,1.614202481217587,0.15761054843963146,0.12741852120172997,0.1274185212008841,0.6444515480895271
C8ORF34-AS1,-0.642267125,-1.6141892167934746,0.15761342189456445,0.31663031850261425,0.31663031849956413,0.6444515480895271
CATG00000098118.1,-0.37762815000000005,-1.6140829893666422,0.1576364356090953,0.10947299416492495,0.10947299416428811,0.6444515480895271
AC012409.3,0.2622789749999992,1.6139811054099433,0.15765851134538672,0.05281533742636795,0.05281533742639115,0.6444515480895271
KLK2,0.09439349999999891,1.6139019444502065,0.15767566560831645,0.006841634748833199,0.006841634749391972,0.6444515480895271
COL25A1,0.2970392999999998,1.6137791340463337,0.15770228228032152,0.0677594121510592,0.0677594121509083,0.6444515480895271
NCRNA00250,-0.4324678500000001,-1.6137598741796246,0.15770645685633267,0.14363484988684505,0.14363484988581024,0.6444515480895271
AC092384.2,-0.44337705000000005,-1.6137050680655378,0.1577183366588637,0.1509830132998349,0.1509830132987145,0.6444515480895271
BX927359.1,0.19519392499999988,1.6134867129574018,0.1577656759163659,0.0292706120095446,0.029270612009842087,0.6444515480895271
AL365356.5,0.47694415000000046,1.6134015388197005,0.15778414529811108,0.17477532346635835,0.17477532346496077,0.6444515480895271
AC134772.1,0.6227047500000005,1.6133749257534455,0.15778991656812902,0.29793652400479137,0.2979365240019591,0.6444515480895271
MCTS1,0.44331752499999943,1.6132704468770704,0.1578125756517142,0.15102381587957125,0.15102381587845037,0.6444515480895271
CATG00000044385.1,-0.2769520000000014,-1.6132469003823424,0.1578176827781164,0.058943691130000135,0.05894369112995194,0.6444515480895271
CATG00000038365.1,-0.19483752499999962,-1.6131761546267562,0.15783302815679104,0.02917505049196123,0.02917505049225983,0.6444515480895271
NCF4-AS1,0.15472985000000072,1.6131092160455958,0.15784754903790998,0.01840139126937835,0.018401391269802458,0.6444515480895271
AC092329.3,-0.20729612500000005,-1.612973821387462,0.157876923888815,0.03303373844055792,0.03303373844081157,0.6444515480895271
GPR63,-0.28906982499999856,-1.6129124675336335,0.1578902367703709,0.06424124024216808,0.06424124024205817,0.6444515480895271
RNF187,-0.04710342499999998,-1.6127993924734785,0.1579147751999828,0.0017059813018962498,0.0017059813025148511,0.6444515480895271
CATG00000095701.1,0.20093350000000143,1.612746233268691,0.15792631254271633,0.031045783280833295,0.0310457832811101,0.6444515480895271
AC007527.1,0.27700864999999997,1.6126635422262723,0.1579442608916901,0.05901047648533591,0.059010476485286935,0.6444515480895271
MATK,-0.616805925,-1.6126449356370138,0.15794829977847863,0.2925833143875962,0.29258331438482627,0.6444515480895271
AL133520.1,0.6806766249999985,1.6124425391016972,0.15799223987146888,0.35640449695682297,0.3564044969533095,0.6444515480895271
BDKRB2,-0.1925646249999997,-1.6124071584946438,0.15799992216581987,0.028525520453682923,0.02852552045398909,0.6444515480895271
G064846,0.6338295249999994,1.612314419177053,0.158020060617279,0.30908323629882134,0.30908323629585915,0.6444515480895271
AC011676.2,0.2170968999999996,1.612257882651943,0.1580323387926003,0.03626337506744994,0.036263375067665964,0.6444515480895271
CATG00000060189.1,-0.16696167500000048,-1.6120433214564769,0.15807894386182708,0.021454093268376218,0.021454093268764764,0.6444515480895271
PAX6,-0.09159404999999987,-1.6120384558174559,0.1580800008847176,0.006456746340388335,0.006456746340951593,0.6444515480895271
CYP4X1,-0.1486927499999986,-1.6117965798988834,0.15813255508746976,0.01702115878162511,0.0170211587820653,0.6444515480895271
FAM106A,0.6886160000000032,1.6117253351745353,0.15814803814597236,0.36509185886458306,0.3650918588609684,0.6444515480895271
AC122683.1,-0.2037355000000023,-1.6115788458571931,0.15817987807141334,0.031963939389833294,0.0319639393900994,0.6444515480895271
AL158210.1,1.0810007500000012,1.611358423814638,0.1582277990475541,0.9001143357502915,0.9001143357404442,0.6444515480895271
CATG00000082097.1,0.19156139999999855,1.611327379695609,0.1582345493249634,0.028266915913436687,0.028266915913745867,0.6444515480895271
PTPN21,0.40577114999999964,1.6112866955525917,0.1582433961592021,0.12683721134874473,0.12683721134790563,0.6444515480895271
CATG00000076640.1,0.5632127499999999,1.6112241946554098,0.15825698800279733,0.24437850391896843,0.24437850391676003,0.6444515480895271
BIG-LNCRNA-1493,0.5119353750000002,1.6111850155323122,0.15826550871306314,0.20191540222840662,0.20191540222669288,0.6444515480895271
XLOC_010430,-0.26697520000000186,-1.6111035062873282,0.1582832368191562,0.05491929468745011,0.0549192946874488,0.6444515480895271
LINC00370,-0.4621424749999994,-1.611019970175415,0.1583014077322529,0.16458108440005786,0.16458108439877905,0.6444515480895271
INSC,-0.3638367250000005,-1.61097492781913,0.15831120624646292,0.10201534450502626,0.10201534450447632,0.6444515480895271
OR51B5,-0.23792602500000015,-1.6108787332064414,0.1583321343614686,0.043630299837129606,0.04363029983725981,0.6444515480895271
AC011495.3,-1.2645381499999981,-1.6107948940363312,0.15835037657869272,1.2325750698171112,1.2325750698033908,0.6444515480895271
G070663,0.1721002500000015,1.6105249304686262,0.15840913046565266,0.02283800134179174,0.022838001342164165,0.6444515480895271
CATG00000065831.1,0.3102986750000003,1.6104612500771656,0.1584229926672653,0.07424877260360802,0.07424877260338153,0.6444515480895271
MAPT-AS1,0.13376024999999814,1.6103950827913167,0.15843739745274685,0.013798099349625012,0.013798099350102748,0.6444515480895271
PTP4A3,0.7903082500000007,1.6103559800053031,0.15844591081595943,0.4817028835194586,0.4817028835144855,0.6444515480895271
GNAI3,0.7086254499999987,1.6101475842500323,0.15849128959747516,0.3873754713470414,0.38737547134316713,0.6444515480895271
RGL3,-0.07477099999999837,-1.6100952046748616,0.15850269735314965,0.004313137074250004,0.004313137074838233,0.6444515480895271
AL136526.1,-0.3301386500000003,-1.609960297556234,0.15853208240432792,0.08409930470593517,0.08409930470559392,0.6444515480895271
MYSM1,0.8543065000000016,1.609905713112818,0.15854397329654238,0.5631920736598331,0.5631920736539107,0.6444515480895271
OR4K15,0.2044966249999991,1.6098824677390149,0.15854903741968737,0.03227111297953142,0.03227111297979395,0.6444515480895271
AC008115.3,0.39972220000000114,1.6097503261034705,0.15857782808218382,0.12331885685306325,0.12331885685226511,0.6444515480895271
ERGIC1,0.3535913000000006,1.6096340750008384,0.15860316068451388,0.0965114460519566,0.09651144605147077,0.6444515480895271
HNRNPU,0.4357166750000001,1.609551232731034,0.15862121543189334,0.1465644853203996,0.14656448531933067,0.6444515480895271
XLOC_004111,0.16992762500000014,1.6094207610693423,0.1586496545661019,0.022295579870062907,0.02229557987044165,0.6444515480895271
BIG-LNCRNA-1426,0.5324810750000006,1.609410767491045,0.1586518330843334,0.21892963077316285,0.2189296307712509,0.6444515480895271
PTH1R,-0.3400627500000004,-1.609406500357941,0.1586527632931053,0.08929283638030923,0.08929283637990748,0.6444515480895271
G088037,0.059018000000000015,1.6092485683944087,0.1586871951518016,0.0026900026558491566,0.002690002656456294,0.6444515480895271
ZP3,-1.6687865000000013,-1.6091719946164742,0.15870389210722327,2.1509316985872498,2.150931698562831,0.6444515480895271
AL035406.1,0.2803229750000007,1.6091516548406737,0.15870832748863942,0.060695071925142875,0.060695071925074284,0.6444515480895271
XLOC_L2_013861,0.40149932499999963,1.6090572568399626,0.15872891388265548,0.12452502509625629,0.12452502509544411,0.6444515480895271
AL392048.1,0.18466495000000016,1.6088250642644222,0.15877956147598057,0.026350040919628347,0.026350040919959856,0.6444515480895271
LAMC1-AS1,0.4388668999999994,1.6087543148459293,0.15879499693749902,0.1488388137665592,0.14883881376546376,0.6444515480895271
CATG00000056075.1,0.3540170499999995,1.6085603014261955,0.15883733236052974,0.09687320328501503,0.09687320328452498,0.6444515480895271
CATG00000038319.1,-0.2291193500000004,-1.6085123805211528,0.15884779077933286,0.04057931548706495,0.0405793154872307,0.6444515480895271
IFT74,0.35977250000000005,1.608454517206027,0.15886041993883068,0.10006180994891668,0.1000618099483895,0.6444515480895271
G076030,0.3539574250000004,1.6083304693802065,0.15888749765841892,0.09686825367954288,0.09686825367905288,0.6444515480895271
AL096772.1,-0.5005892250000006,-1.6082231045746769,0.15891093728866273,0.19377618263023452,0.1937761826286156,0.6444515480895271
G042273,0.6527688999999999,1.6081623330592534,0.15892420624452228,0.32952558096743667,0.32952558096423634,0.6444515480895271
CATG00000029072.1,-0.21440530000000013,-1.608140019098617,0.1589290785779411,0.035551121846425865,0.035551121846650185,0.6444515480895271
AC011726.2,0.18966010000000022,1.6080245459999971,0.15895429482114568,0.027822528657169988,0.027822528657484347,0.6444515480895271
LINC02135,0.9367594750000006,1.6079672007981234,0.15896681890161957,0.6787843381742547,0.6787843381669856,0.6444515480895271
IL4R,-0.42419412499999964,-1.6079370427377193,0.15897340574111612,0.13919422382478125,0.13919422382379817,0.6444515480895271
CATG00000096113.1,-0.41033342500000014,-1.60779312955527,0.15900484148966376,0.1302697108381798,0.13026971083730068,0.6444515480895271
MCM3,0.14602850000000034,1.60778787750591,0.15900598883588826,0.016498624728816653,0.016498624729262928,0.6444515480895271
AC090673.2,0.6579342500000003,1.607731216681606,0.15901836728412705,0.3349408336539587,0.33494083365069527,0.6444515480895271
XLOC_004234,-0.3090749749999997,-1.6075544072813548,0.15905699999011033,0.07393095570775964,0.07393095570753684,0.6444515480895271
DLG3-AS1,-0.3865528000000005,-1.6074186279121783,0.15908667374765764,0.11566172060704998,0.11566172060634104,0.6444515480895271
TP53I13,0.5272950000000023,1.6073593807463251,0.15909962351156182,0.21523422148099983,0.21523422147913096,0.6444515480895271
CCDC86,0.4041188749999982,1.6072275966203666,0.1591284314211946,0.12644262539111492,0.1264426253902804,0.6444515480895271
BIG-LNCRNA-17,-0.5168638749999985,-1.607130366413433,0.15914968906080396,0.20686172407357115,0.20686172407179979,0.6444515480895271
ZC3H18-AS1,-0.40030000000000054,-1.6068609518969628,0.15920860586461077,0.12412080442426925,0.12412080442346177,0.6444515480895271
MAD2L1BP,-0.3319434999999995,-1.6068433164373959,0.15921246319343815,0.08535152240858344,0.0853515224082276,0.6444515480895271
PEG13,0.16876764999999994,1.6068278242875262,0.1592158517988436,0.022063261627061664,0.022063261627443112,0.6444515480895271
AL078590.3,-0.41029924999999956,-1.6066003013171162,0.15926562593387816,0.13044149081779163,0.1304414908169105,0.6444515480895271
CATG00000095582.1,-0.22806074999999915,-1.6065796348920047,0.15927014776628742,0.040301997992124985,0.04030199799229396,0.6444515480895271
AL158066.1,-0.24980574999999927,-1.6065751562030415,0.15927112772360918,0.048354039775242476,0.04835403977531765,0.6444515480895271
DEFB125,-0.5449207750000005,-1.606490688998579,0.1592896106057064,0.2301125480034579,0.23011254800141567,0.6444515480895271
G022099,0.1420277750000003,1.606454471688278,0.15929753620498444,0.01563290609077957,0.01563290609123593,0.6444515480895271
LINC01221,0.3714082000000003,1.6063549287007435,0.15931932158908474,0.10691778456864669,0.10691778456803962,0.6444515480895271
SMAD2,-0.3766752499999999,-1.6061171630676823,0.1593713690586414,0.11000431474200241,0.1100043147413594,0.6444515480895271
CATG00000072318.1,0.37302762499999886,1.6060655877928485,0.15938266115099906,0.10789105315387139,0.107891053153253,0.6444515480895271
DSCAS,-1.3897275999999996,-1.605904798466681,0.15941786989348064,1.49778600905427,1.4977860090374602,0.6444515480895271
ANKRD50,0.25306737499999965,1.6058982664840236,0.1594193003871193,0.049666808927549544,0.04966680892760942,0.6444515480895271
CRYZL2P-SEC16B,0.15725500000000103,1.6058039626497398,0.1594399541387599,0.019180232660635843,0.01918023266105088,0.6444515480895271
SNRNP200,-0.3044292499999992,-1.605796177885956,0.15944165921611117,0.07188229118295839,0.07188229118275946,0.6444515480895271
AC090124.2,0.6485295999999998,1.6057721644549103,0.15944691892745808,0.3262283884437094,0.32622838844054747,0.6444515480895271
AC012625.1,-0.1995672750000006,-1.6057516588577556,0.1594514104417106,0.03089241721360959,0.030892417213888183,0.6444515480895271
FOXH1,-0.7449192749999995,-1.605736816805059,0.15945466149724047,0.4304271815171863,0.43042718151281045,0.6444515480895271
SIGLEC14,0.9190770000000015,1.6057064965072203,0.159461303158645,0.6552416007895828,0.6552416007825881,0.6444515480895271
KRTAP6-3,-0.2017698250000004,-1.6056018373683323,0.15948423077099047,0.03158396992015799,0.03158396992042852,0.6444515480895271
HIST1H2BB,-0.20719824999999936,-1.6055435511416487,0.15949700086147373,0.033308722831771706,0.03330872283202215,0.6444515480895271
CSNK2B,-0.2674125500000013,-1.6055241763939896,0.159501245944452,0.05548299124582836,0.05548299124582048,0.6444515480895271
CATG00000067666.1,-0.293705525,-1.6054775653826923,0.15951145904078398,0.06693384070428121,0.06693384070413994,0.6444515480895271
TFAP2A-AS2,-0.31729689999999966,-1.6053686698429335,0.15953532194166,0.07812896796458581,0.07812896796431412,0.6444515480895271
LINC01638,0.43707664999999984,1.6052425162975121,0.15956297094475383,0.1482736229581525,0.14827362295706364,0.6444515480895271
MAP3K12,-0.27248742500000045,-1.605065136787856,0.15960185484488407,0.05764180900746282,0.05764180900742979,0.6444515480895271
G074323,-0.04756542499999972,-1.6050010853939394,0.15961589796582415,0.001756556395696246,0.0017565563963142581,0.6444515480895271
ADGRL3-AS1,0.6974127750000001,1.6049449336137016,0.159628210083985,0.37765002704571615,0.37765002704195516,0.6444515480895271
CATG00000053041.1,-0.3134846249999992,-1.604938092172736,0.1596297102341999,0.0763037561080313,0.07630375610778088,0.6444515480895271
SF3A1,-0.17748585000000006,-1.6049001548383712,0.15963802914974295,0.024460280178998376,0.024460280179351902,0.6444515480895271
AC109779.1,0.6424604999999985,1.6048032627706732,0.1596592775618754,0.32053780683149985,0.3205378068284042,0.6444515480895271
AC006449.3,0.47880072500000015,1.604519754738875,0.15972146631268824,0.1780940693523362,0.1780940693509,0.6444515480895271
G039580,0.23077945,1.6045089239550858,0.1597238425514362,0.041375188926821765,0.04137518892697824,0.6444515480895271
LINC00505,-0.4842265750000001,-1.604420240962482,0.1597433005798241,0.1821759202105128,0.18217592020902904,0.6444515480895271
SRRD,0.5575677499999987,1.604370869538275,0.15975413419525905,0.2415548444626249,0.24155484446044942,0.6444515480895271
ANK2,-0.35708567500000044,-1.604361795873481,0.15975612531379083,0.09907640245634475,0.09907640245582902,0.6444515480895271
HAUS5,0.3232303999999999,1.6043476109055133,0.15975923810046125,0.08118157096535993,0.08118157096505267,0.6444515480895271
AC010457.1,-0.32523567500000006,-1.6042263888582091,0.15978584174440072,0.08220439509959457,0.08220439509927539,0.6444515480895271
LINC01004,0.5186173750000016,1.6041357341519875,0.15980573977656876,0.20904601552223978,0.209046015520443,0.6444515480895271
SLC35G2,0.17018227500000016,1.6039833369634748,0.159839195147991,0.022514325526924575,0.02251432552730077,0.6444515480895271
AL138767.3,0.2984853000000003,1.6039506984968612,0.15984636105671352,0.06926181384866253,0.06926181384849414,0.6444515480895271
CATG00000014761.1,-0.04763660000000014,-1.6038151042074391,0.1598761346169762,0.0017644238132899937,0.0017644238139079141,0.6444515480895271
AC073023.1,-0.29392964999999993,-1.603811289070304,0.15987697241468832,0.0671753995866717,0.06717539958652761,0.6444515480895271
G060060,0.37531087500000027,1.603802241360878,0.15987895929322885,0.1095243440699496,0.10952434406931216,0.6444515480895271
AL590705.1,-0.2887948000000007,-1.6036375245800603,0.15991513524262513,0.06486289281300249,0.06486289281288533,0.6444515480895271
METTL27,-0.19230699999999956,-1.6035182756147057,0.15994133018602089,0.028765528222333293,0.028765528222636665,0.6444515480895271
G089606,0.10574772500000051,1.6033658805330053,0.15997481215909268,0.008699750273009574,0.008699750273546702,0.6444515480895271
CATG00000050005.1,0.2825052500000007,1.6031370225969963,0.16002510596261982,0.06210717196801919,0.062107171967934145,0.6444515480895271
AC107973.1,0.32490825,1.6030789530328746,0.16003786972337425,0.08215644699395813,0.08215644699363953,0.6444515480895271
ANKRD66,-0.2189469749999997,-1.6030480044190347,0.1600446726627729,0.03730910565948962,0.03730910565969346,0.6444515480895271
FAM216B,0.46618700000000013,1.6030363641740502,0.16004723142322871,0.1691467137586858,0.16914671375735382,0.6444515480895271
AC015969.1,0.20265857500000095,1.6029936136169762,0.16005662919195468,0.03196659513098123,0.03196659513124731,0.6444515480895271
CAT,-0.3998584999999988,-1.6029935727425133,0.16005663817755708,0.1244454717968334,0.12444547179602215,0.6444515480895271
G031835,0.10144892499999969,1.6029737905084331,0.1600609870444422,0.008010729213276235,0.008010729213821389,0.6444515480895271
OGFOD2,0.2520951500000006,1.6029178454312043,0.1600732864518455,0.049469377866871646,0.049469377866933825,0.6444515480895271
AL356277.3,-0.21575475000000033,-1.602696299656011,0.16012200167319526,0.03624501291462495,0.03624501291484119,0.6444515480895271
PVALEF,0.22396945000000024,1.602459099705548,0.16017417472338638,0.03906912235669913,0.03906912235688247,0.6444515480895271
XLOC_001242,-0.34602657500000067,-1.6020667794586783,0.1602605026527748,0.09330129547922966,0.09330129547878122,0.6444515480895271
TPM1,-0.29207749999999955,-1.601944722007245,0.16028736977300304,0.06648614451058325,0.0664861445104472,0.6444515480895271
C21ORF58,-0.4836519749999999,-1.6018963183405188,0.1602980255111033,0.1823169808281279,0.1823169808266425,0.6444515480895271
RNF112,0.4637368000000004,1.601820483212106,0.1603147214565681,0.1676275631565134,0.1676275631551991,0.6444515480895271
PRMT7,-0.3388731749999998,-1.6017710408970673,0.16032560762371761,0.08951658460561622,0.08951658460521186,0.6444515480895271
AL121748.1,-0.5141054999999994,-1.601587702111998,0.16036598115313871,0.2060786710352924,0.20607867103353017,0.6444515480895271
AC007952.5,0.4154436000000006,1.6014462345761564,0.16039714072461708,0.13459515169020655,0.13459515168927708,0.6444515480895271
CATG00000018535.1,0.055732750000000664,1.601330157033311,0.16042271221810878,0.0024226416316249643,0.002422641632235217,0.6444515480895271
SH2D3C,0.14435450000000039,1.6012586942062017,0.16043845717158442,0.016254276665293322,0.016254276665742445,0.6444515480895271
CATG00000056163.1,-0.27696649999999856,-1.6012303814799662,0.16044469554310384,0.05983796811358327,0.05983796811352466,0.6444515480895271
G042064,0.39188200000000073,1.601109050227691,0.160471432055472,0.11981158198566656,0.1198115819849093,0.6444515480895271
AC008972.1,0.25541952500000065,1.6010965914021356,0.16047417771829242,0.05089828106282631,0.050898281062871836,0.6444515480895271
VAMP4,0.20459485000000033,1.6008246556658765,0.16053411778281318,0.032668700665111676,0.032668700665369574,0.6444515480895271
SCAP,0.2753578499999998,1.6006777236182346,0.16056651341692688,0.05918574487573592,0.05918574487568491,0.6444515480895271
XLOC_001020,-0.4707714749999994,-1.6004685872450335,0.16061263462871203,0.17304376946277955,0.17304376946140218,0.6444515480895271
BTNL3,-0.2596904999999996,-1.6003604092476962,0.1606364962659733,0.052663112448049165,0.05266311244807414,0.6444515480895271
AC079305.1,0.2656255499999993,1.6002942056652805,0.16065110095594404,0.05510233762204921,0.05510233762204576,0.6444515480895271
KAT8,-0.13539157499999988,-1.6002599823428667,0.16065865120982778,0.014316346016456262,0.01431634601692796,0.6444515480895271
ZBTB38,-0.6302997250000004,-1.600220987284917,0.16066725460280748,0.3102875190688829,0.3102875190659067,0.6444515480895271
NAB2,0.7506888250000001,1.5999868005202709,0.16071893194363313,0.4402679765940994,0.440267976589609,0.6444515480895271
CATG00000073556.1,0.2272116250000007,1.5999547035374264,0.1607260159293467,0.040334410705739544,0.040334410705908146,0.6444515480895271
XPR1,-0.1712555250000003,-1.5998861450207496,0.1607411481782769,0.022916116622181227,0.022916116622552742,0.6444515480895271
AC055720.2,-0.3187129749999995,-1.5998854711647792,0.16074129691863215,0.07936914375165466,0.07936914375136851,0.6444515480895271
AX747531,-0.4729999500000006,-1.5998813539993846,0.1607422057041734,0.17481416958960172,0.1748141695882037,0.6444515480895271
XLOC_000208,-0.2675864999999984,-1.5997250508592222,0.16077671025476675,0.05595871105183322,0.0559587110518198,0.6444515480895271
C8ORF37-AS1,0.30319362500000047,1.5997240415459755,0.16077693308767962,0.07184225958719805,0.0718422595869996,0.6444515480895271
CATG00000021028.1,-0.6742351249999992,-1.599467839714984,0.16083350601701457,0.3553871485534475,0.3553871485499459,0.6444515480895271
MYLK-AS1,0.32846820000000054,1.599407081521112,0.16084692505352968,0.0843526299667025,0.0843526299663583,0.6444515480895271
CATG00000113928.1,0.3590567500000006,1.5991699931062446,0.16089929853253956,0.10082469632845804,0.10082469632792196,0.6444515480895271
SLC12A7,0.421627250000002,1.5991539964609969,0.16090283282020454,0.139029436893458,0.13902943689247685,0.6444515480895271
MYO18B,0.18657825000000017,1.5990793440219329,0.16091932745606952,0.02722776537606585,0.027227765376387138,0.6444515480895271
RALY-AS1,-0.46903050000000057,-1.5990535156526584,0.1609250346714131,0.17207039997125015,0.1720703999698841,0.6444515480895271
Z98752.4,0.24803592499999993,1.59903917922872,0.16092820263015087,0.04812170000340121,0.04812170000347909,0.6444515480895271
AC025175.1,0.8991942999999996,1.5988531507471326,0.16096931523900915,0.6325865182449394,0.6325865182382086,0.6444515480895271
G069769,-0.28156537499999956,-1.5988221036147008,0.16097617768194844,0.062028060604916245,0.06202806060483212,0.6444515480895271
AL157832.3,-0.31902975000000033,-1.5987488304301376,0.16099237458377286,0.07964011586979154,0.07964011586950225,0.6444515480895271
AC104454.2,-0.27611017500000035,-1.5987113361000946,0.16100066323645298,0.059656079548694535,0.059656079548638045,0.6444515480895271
AC132825.2,-0.15412174999999984,-1.5985768895628318,0.1610303878899582,0.018590488364241677,0.018590488364663583,0.6444515480895271
AC007688.2,0.5683847499999999,1.59857083685248,0.16103172620073472,0.25284307204662443,0.25284307204431744,0.6444515480895271
WIPI1,0.9145852500000018,1.5985579877723433,0.16103456728745164,0.6546687213669582,0.6546687213599701,0.6444515480895271
AC090503.1,-0.047958349999999594,-1.598504348648663,0.16104642806087432,0.0018002416989649946,0.0018002416995824978,0.6444515480895271
KCNMA1,0.3215500499999999,1.5984542971373739,0.1610574962859042,0.08093319988960918,0.08093319988930482,0.6444515480895271
VPS4B,0.26051212500000176,1.5984508289608914,0.16105826325377964,0.05312357776453125,0.05312357776455086,0.6444515480895271
BIG-LNCRNA-965,0.42595830000000046,1.598402157333963,0.1610690270794763,0.142033912953546,0.14203391295252984,0.6444515480895271
VPS25,0.32203172500000043,1.5983473013176985,0.1610811594163421,0.08118672229059128,0.08118672229028397,0.6444515480895271
CYBRD1,-0.4667319000000001,-1.5983335136018315,0.16108420894005676,0.1705415296018591,0.17054152960051086,0.6444515480895271
G007298,0.2244411500000001,1.5983252648151096,0.16108603340710123,0.03943706964434913,0.039437069644528186,0.6444515480895271
CATG00000105133.1,0.7432335000000005,1.5982599616604252,0.1611004778567307,0.4324995985894999,0.4324995985850999,0.6444515480895271
CXORF66,0.6323971749999995,1.5981735545558389,0.16111959219970093,0.31315688043238965,0.31315688042938,0.6444515480895271
RUSC1,0.6972636249999997,1.5980781555128465,0.16114069818204088,0.380739543071788,0.380739543067991,0.6444515480895271
PCNX4,0.3143002500000005,1.5979667426432345,0.16116535037981597,0.07737202719279161,0.07737202719252874,0.6444515480895271
OR52K2,0.4275455749999999,1.5979046718483703,0.16117908627140148,0.1431835396791779,0.14318353967814837,0.6444515480895271
LINC01754,-0.28251022499999934,-1.5978745206397773,0.16118575895390325,0.06251913987167464,0.06251913987158479,0.6444515480895271
CATG00000000487.1,-0.1461055250000003,-1.5976815769640988,0.16122846502659713,0.01672564286657793,0.016725642867021558,0.6444515480895271
LOC644762,-0.32419195000000034,-1.5976509134343397,0.16123525307181766,0.08235133899051163,0.08235133899019074,0.6444515480895271
