,0,1,2,3,4,5,6,7,8,9,10,11
LC1_post,0.18013245033112582,0.09205298013245033,0.025496688741721854,0.1400662251655629,0.027152317880794703,0.07152317880794702,0.07913907284768212,0.019867549668874173,0.1566225165562914,0.15066225165562913,0.035099337748344374,0.02218543046357616
MY2_post,0.024353350476478595,0.06806837089698986,0.008773256693389804,0.06852216003630313,0.1021025563454848,0.049160490092270456,0.019361669944032673,0.018454091665406142,0.1927091211617002,0.10316139767054909,0.014067463318711238,0.331266071698684
MY2_pre,0.022578460149017838,0.05305938135019192,0.01783698351772409,0.07879882592007226,0.01806276811921427,0.18333709641002482,0.07021901106344547,0.009257168661097314,0.14540528335967487,0.3474825016933845,0.005193045834274102,0.048769473921878526
WSY1_post,0.07288880397401605,0.07279327474207108,0.06515093618647307,0.14014138326327857,0.10766144440198701,0.10011463507833397,0.13909056171188383,0.013374092472296522,0.12609858616736722,0.05043943446694689,0.020443255636224685,0.09180359189912113
WSY1_pre,0.021652745113940476,0.11077771470278161,0.0695807314897413,0.04841456491768713,0.011272402887032682,0.14564917687129997,0.20265996269564512,0.05717297867164058,0.08450247344092125,0.1500283837482767,0.08255615927337605,0.015732706187657125
WXY1_post,0.023255813953488372,0.16185511895215182,0.02739909115209837,0.041833734295642876,0.022988505747126436,0.10638866613205025,0.03742314889067094,0.0005346164127238706,0.3448275862068966,0.15931569099171344,0.05747126436781609,0.016706762897620957
WXY1_pre,0.027209087306828687,0.10394928014793291,0.056531501783119796,0.12085589750363228,0.04173821159688284,0.0762118610487386,0.1517633073570202,0.02654867256637168,0.0847972526746797,0.07383436798309338,0.22295601637828558,0.013604543653414344
