config,method,celltype,n,mean_pre,mean_post,sd_pre,sd_post,median_delta,wilcoxon_p
centBloodSub,CP_penalty_K1000,Mono,65,0.08319620358312493,0.06322316370259412,0.03593405420073831,0.038367026125974125,-0.014836011248925515,6.803832905768777e-05
centBloodSub,CP_penalty_K1000,NK,65,0.08247337022895321,0.07728439942867289,0.031354147707707676,0.03403727023645262,-0.008334875912719905,0.054287107216192655
centBloodSub,CP_penalty_K1000,Neutro,65,0.7266241533735917,0.7773381802732734,0.10797540237308463,0.08946498469580527,0.03505413952573766,0.0003213125132662109
centBloodSub,RPC_irls,B,65,0.03710453832257042,0.034309729859663914,0.01723160910004876,0.01594974371749028,-0.0021317776561744634,0.13709461764000314
centBloodSub,RPC_irls,CD4T,65,0.008941630701996555,0.00805271656954598,0.01986599777649446,0.01926558978692278,0.0,0.9249707861129906
centBloodSub,RPC_irls,CD8T,65,0.09150634790809471,0.07053923544425472,0.052828548088619136,0.03625165190765721,-0.019033249305442104,0.0005267260437815851
centBloodSub,RPC_irls,Eosino,65,0.0017064705926711765,0.0009514922743464597,0.009611183325725884,0.0049035963323150735,0.0,0.8657723749926214
centBloodSub,RPC_irls,Mono,65,0.08481316613390788,0.06002570499640593,0.04071156226874509,0.03966534346570279,-0.023341126907299233,9.802336220747788e-05
centBloodSub,RPC_irls,NK,65,0.057325306286011145,0.05494589446404992,0.026199679062485996,0.03070065688095843,-0.0036802625240344167,0.29124601823421337
centBloodSub,RPC_irls,Neutro,65,0.7186010442395308,0.7711737674548675,0.10083736930365114,0.08361423800312752,0.04117300678747915,0.00020311450021847984
centCAB100i_7,CBS_svr_nu0.25,B,65,0.0003264321014127554,0.00017847594716272123,0.0020740592507524198,0.0014389190878975717,0.0,0.17971249487899976
centCAB100i_7,CBS_svr_nu0.25,CD4T,65,0.09231990598728136,0.07989133630283418,0.040714611785137,0.03796444965707575,-0.007501270059752513,0.03233929526105685
centCAB100i_7,CBS_svr_nu0.25,CD8T,65,0.002540792174295588,0.0013781731926119029,0.0068582354224703945,0.004873186790171599,0.0,0.1823383541807685
centCAB100i_7,CBS_svr_nu0.25,Gran,65,0.7108607623025522,0.7571312830425367,0.09015969260240878,0.07729965502823648,0.02683795970136693,0.00029793720871794556
centCAB100i_7,CBS_svr_nu0.25,Mono,65,0.13309309278108908,0.1160929271400959,0.03582389644950841,0.0373989180085884,-0.01587716805104855,0.0004438652236129147
centCAB100i_7,CBS_svr_nu0.25,NK,65,0.05305462349117364,0.041791112245320776,0.03667440181179361,0.02914464051440521,-0.0042966191368399975,0.022188434214644094
centCAB100i_7,CBS_svr_nu0.25,nRBC,65,0.00780439116219528,0.0035366921294376448,0.011045896827742575,0.007488502796640561,0.0,0.0009693741533972319
centCAB100i_7,CBS_svr_nu0.5,B,65,0.0010398775147268447,0.0008817938780874924,0.005156238231562349,0.004650681938437605,0.0,0.463071015014588
centCAB100i_7,CBS_svr_nu0.5,CD4T,65,0.06840344598313726,0.05208096580367187,0.04131767637047434,0.03419421657019493,-0.010678642664109235,0.0005529242732228011
centCAB100i_7,CBS_svr_nu0.5,CD8T,65,0.006710264004127929,0.0078051105452903525,0.010600228893430829,0.011338945362635706,0.0,0.5090473602537965
centCAB100i_7,CBS_svr_nu0.5,Gran,65,0.7211714909480619,0.767790542929975,0.09355614010573199,0.07935445334811428,0.03236792909262831,0.00019792841042077134
centCAB100i_7,CBS_svr_nu0.5,Mono,65,0.13340820897700414,0.11572012773311845,0.036936047852964796,0.03942925317461663,-0.01175003411230828,0.0009776695988394602
centCAB100i_7,CBS_svr_nu0.5,NK,65,0.06314418318514119,0.05187658256019602,0.03460533785736342,0.02726702040876115,-0.007219997659906413,0.005211120187555004
centCAB100i_7,CBS_svr_nu0.5,nRBC,65,0.006122529387800783,0.003844876549660968,0.009371263748230088,0.006076831604927136,0.0,0.12570564096278614
centCAB100i_7,CP_nnls_norm,B,65,0.0003932069568709022,0.0003089292144729795,0.002579745522277174,0.0020015895352183378,0.0,0.28504940740261275
centCAB100i_7,CP_nnls_norm,CD4T,65,0.05894501418770975,0.04302341454492964,0.046857508120668766,0.039036157046300285,-0.006614595874408172,0.006844536251397203
centCAB100i_7,CP_nnls_norm,CD8T,65,0.0028530168994444004,0.0024497876251501787,0.007263931489641822,0.006557692875793285,0.0,0.6191537066890378
centCAB100i_7,CP_nnls_norm,Gran,65,0.7388846310546404,0.7891698101879798,0.10633730419520283,0.09228470017153319,0.035684779356095486,0.0003923112931107332
centCAB100i_7,CP_nnls_norm,Mono,65,0.1378683728207783,0.11836134360781718,0.03892263862293893,0.043562570327559696,-0.009607724117598526,0.00018792727049922193
centCAB100i_7,CP_nnls_norm,NK,65,0.054952745634964696,0.042648548616264756,0.037662680325553685,0.030597922725318537,-0.0063074999887474115,0.01111344938693345
centCAB100i_7,CP_nnls_norm,nRBC,65,0.006103012445591691,0.004038166203385408,0.010268085648705646,0.006924312912406267,0.0,0.12220912270442319
centCAB100i_7,CP_penalty_K100,B,65,0.0,0.0,0.0,0.0,0.0,
centCAB100i_7,CP_penalty_K100,CD4T,65,0.05657444290553261,0.04154337363529146,0.04284738095388853,0.036776893265000915,-0.0066108675033541685,0.0060058238194314025
centCAB100i_7,CP_penalty_K100,CD8T,65,0.0065909015028105915,0.005829896291960266,0.011232864665237714,0.010611313289138228,0.0,0.5667531078466261
centCAB100i_7,CP_penalty_K100,Gran,65,0.7275779020769384,0.7759859804423976,0.1039679041823168,0.09051046818748361,0.03454927807223129,0.0004225280100209499
centCAB100i_7,CP_penalty_K100,Mono,65,0.12616254738031393,0.10787256125998868,0.034750421562711874,0.039540426473352513,-0.010422993638334377,0.00019792841042077134
centCAB100i_7,CP_penalty_K100,NK,65,0.06657961299815202,0.05495974966874588,0.03709144074221635,0.03043851372318808,-0.006433769691218049,0.006706905033525796
centCAB100i_7,CP_penalty_K100,nRBC,65,0.014188795772610877,0.011504419287601588,0.014431636659324376,0.01166261917074484,0.0,0.13976884142472532
centCAB100i_7,CP_penalty_K1000,B,65,0.0,0.0,0.0,0.0,0.0,
centCAB100i_7,CP_penalty_K1000,CD4T,65,0.05647054980652633,0.0414482351986641,0.042771828813927736,0.036734085350405885,-0.006648195915243196,0.0060058238194314025
centCAB100i_7,CP_penalty_K1000,CD8T,65,0.006906977511628417,0.006127479478663179,0.01147469583955844,0.010830753717248173,0.0,0.5392021716240625
centCAB100i_7,CP_penalty_K1000,Gran,65,0.728676872320363,0.7770790517729934,0.10400960735386772,0.09058118662117023,0.034630741914773555,0.0004662048105129108
centCAB100i_7,CP_penalty_K1000,Mono,65,0.12576945565757633,0.10749016153732069,0.03464754066637224,0.03943090886312241,-0.010437292816050131,0.00020842803834940615
centCAB100i_7,CP_penalty_K1000,NK,65,0.06738366929856256,0.055762032275147526,0.03712510067304273,0.030452100411551705,-0.006439839861618573,0.006569703001634959
centCAB100i_7,CP_penalty_K1000,nRBC,65,0.01476787407222795,0.012068668417413997,0.014657333095792553,0.011893732825061218,0.0,0.13297240466447452
centCAB100i_7,RPC_irls,B,65,0.0,0.0,0.0,0.0,0.0,
centCAB100i_7,RPC_irls,CD4T,65,0.06341757420835885,0.050242557831566864,0.038774098152073624,0.03544253018982678,-0.009631601178744661,0.004427712359221361
centCAB100i_7,RPC_irls,CD8T,65,0.018584183972140157,0.017022294805172502,0.013486824287337124,0.011314972787785876,-0.002700044686748948,0.30644145535053324
centCAB100i_7,RPC_irls,Gran,65,0.7255951807389875,0.772556966475776,0.10057133354054473,0.08856997685969771,0.030540795096568263,0.0004225280100209499
centCAB100i_7,RPC_irls,Mono,65,0.09901708486005192,0.0799071650591698,0.0398750911377329,0.04227166397941261,-0.01216320193234359,0.001510225962604212
centCAB100i_7,RPC_irls,NK,65,0.07326277021179303,0.06318424851964473,0.0332272530024494,0.026709293425374363,-0.00817224878083303,0.005648019180473612
centCAB100i_7,RPC_irls,nRBC,65,0.020110666377213017,0.017074893578244505,0.013005114689286112,0.011614796696340766,-0.0012198620998105127,0.0643763095019019
centCAB100i_a12,CBS_svr_nu0.25,aBaso,65,0.022165632646218025,0.022974370227022405,0.01098354545488662,0.011498802909488572,0.0018844217704841043,0.585294762707449
centCAB100i_a12,CBS_svr_nu0.25,aBmem,65,0.011766175561701646,0.011591057969022088,0.009444122467063932,0.008528564418666815,-0.000836952969253256,0.641046325363427
centCAB100i_a12,CBS_svr_nu0.25,aBnv,65,0.011964899779383087,0.009613927094094626,0.015362224544337097,0.014020568366342604,-0.0004126521588054856,0.055511098097871046
centCAB100i_a12,CBS_svr_nu0.25,aCD4Tmem,65,0.01559425872849119,0.014321662656559658,0.025222900949370006,0.017555572456997164,0.0,0.582132652790463
centCAB100i_a12,CBS_svr_nu0.25,aCD4Tnv,65,0.04114146984530243,0.03697488331642299,0.025068046656213573,0.026914063157634668,-0.0038984290865500676,0.0773463938221492
centCAB100i_a12,CBS_svr_nu0.25,aCD8Tmem,65,0.07809782852312205,0.06488719483413562,0.03656890920329754,0.03225803847414569,-0.013215372314974029,0.0009776695988394602
centCAB100i_a12,CBS_svr_nu0.25,aCD8Tnv,65,0.0007786945630272883,0.0011654187998782085,0.003098516276446658,0.005593544430075044,0.0,0.8589549227374824
centCAB100i_a12,CBS_svr_nu0.25,aEos,65,0.00510757181594944,0.00521420602580765,0.015325803591552122,0.02042514865676473,0.0,0.5565794125211807
centCAB100i_a12,CBS_svr_nu0.25,aMono,65,0.07314472724971459,0.05534124397191277,0.03320421187774087,0.03470663957436185,-0.014269067398587354,0.00011091741028218726
centCAB100i_a12,CBS_svr_nu0.25,aNK,65,0.026079294623972592,0.022965324748547518,0.02009640281093921,0.01929171184425621,0.0,0.2256041010436003
centCAB100i_a12,CBS_svr_nu0.25,aNeu,65,0.7026208707745377,0.7434162970999502,0.09725977330134074,0.08498112995671253,0.023603735253197478,0.0010481596951967009
centCAB100i_a12,CBS_svr_nu0.25,aTreg,65,0.011538575888580038,0.01153441325664628,0.01300309393733347,0.011466215589183336,0.0,0.9253199298840316
centCAB100i_a12,CBS_svr_nu0.5,aBaso,65,0.019596107348908515,0.019446851943152835,0.007098152184405682,0.0075548639271927,0.0004342433657477142,0.9609097179332542
centCAB100i_a12,CBS_svr_nu0.5,aBmem,65,0.0067933742645935186,0.006866860133080343,0.005757495700687321,0.005878778166744148,0.0,1.0
centCAB100i_a12,CBS_svr_nu0.5,aBnv,65,0.02456824969404455,0.022369414147130475,0.018131971764717862,0.01732078413787635,0.0,0.4180672372998593
centCAB100i_a12,CBS_svr_nu0.5,aCD4Tmem,65,0.018656455227732394,0.012259892762605838,0.025513744739309518,0.015673875347817244,0.0,0.07646343192414391
centCAB100i_a12,CBS_svr_nu0.5,aCD4Tnv,65,0.03415394255624927,0.029238990223236276,0.02307855835763994,0.023013724327673492,-0.0035119012910489605,0.021271107343722964
centCAB100i_a12,CBS_svr_nu0.5,aCD8Tmem,65,0.07195061128664153,0.05982251174373515,0.036749087022731566,0.02938287003810112,-0.008394983003981428,0.0010481596951967009
centCAB100i_a12,CBS_svr_nu0.5,aCD8Tnv,65,0.0009031442942652552,0.0010280259306285195,0.0026205476357833582,0.0027361702695835512,0.0,0.831310207979425
centCAB100i_a12,CBS_svr_nu0.5,aEos,65,0.004982343051157867,0.005002198034074381,0.014688624652563055,0.020758850255635453,0.0,0.28053090025207417
centCAB100i_a12,CBS_svr_nu0.5,aMono,65,0.07200016356228012,0.05604659499950113,0.03320911135900033,0.03578126181649339,-0.0102811680718802,0.00114636569065653
centCAB100i_a12,CBS_svr_nu0.5,aNK,65,0.023419288723365794,0.020414092961219283,0.018337106023216556,0.01773716851112654,-0.0019261406324086166,0.09454874164886314
centCAB100i_a12,CBS_svr_nu0.5,aNeu,65,0.7120696815411679,0.7566323346647187,0.09860245919950948,0.08595213244621534,0.029622682747769136,0.000773172408816799
centCAB100i_a12,CBS_svr_nu0.5,aTreg,65,0.01090663844959322,0.010872232456917142,0.008363715427717015,0.008246136336318531,-3.085813311281757e-05,0.8801823396256103
centCAB100i_a12,CP_nnls_norm,aBaso,65,0.011538594454522749,0.011786916209044263,0.00753209543048725,0.0070713733332589705,0.0005588694411265901,0.7116137656990484
centCAB100i_a12,CP_nnls_norm,aBmem,65,0.008331756258268042,0.008896905102676192,0.006059740548093454,0.006150153019508225,0.00045151698270192754,0.33182823013681906
centCAB100i_a12,CP_nnls_norm,aBnv,65,0.028275580896465678,0.02445474030645103,0.019763691800424924,0.017012638532441483,-0.0015219011808090127,0.04457188319655609
centCAB100i_a12,CP_nnls_norm,aCD4Tmem,65,0.03153556764994031,0.02506958125916561,0.025019305748245152,0.019101268878410703,-0.003780938784730771,0.022219253128932068
centCAB100i_a12,CP_nnls_norm,aCD4Tnv,65,0.032422651838707364,0.027431070006080582,0.025075095090442708,0.022939631399356276,-0.002239126266022018,0.02429901046836714
centCAB100i_a12,CP_nnls_norm,aCD8Tmem,65,0.05072513293690958,0.03877307839542531,0.03555115846766111,0.027967411032881924,-0.006253382301563016,0.00036463383759534
centCAB100i_a12,CP_nnls_norm,aCD8Tnv,65,0.00044943535461658337,0.0013567355206860765,0.0015028025591966722,0.004216513922914215,0.0,0.11585149752593009
centCAB100i_a12,CP_nnls_norm,aEos,65,0.004777336237796772,0.004648976648047673,0.014846546816772579,0.02008027459307049,0.0,0.25598851167013814
centCAB100i_a12,CP_nnls_norm,aMono,65,0.08170423049888395,0.06450299371943691,0.03169544067603706,0.035508209533014395,-0.011081406698744078,0.00012015497686074047
centCAB100i_a12,CP_nnls_norm,aNK,65,0.04537810957580209,0.04174290183191586,0.020536818687782232,0.019648824793853426,-0.0006317432030994857,0.10720987368115566
centCAB100i_a12,CP_nnls_norm,aNeu,65,0.6997200750739252,0.7460936074348269,0.10277491126868649,0.09287504194733719,0.033837480323849145,0.0007550730448429266
centCAB100i_a12,CP_nnls_norm,aTreg,65,0.0051415292241618095,0.00524249356624363,0.006634873466097532,0.0066356628976966805,0.0,0.5967305770360982
centCAB100i_a12,CP_penalty_K100,aBaso,65,0.012384692990757475,0.012380502763322702,0.007411373254075383,0.006972950617240427,8.488874053884246e-05,0.861963604359191
centCAB100i_a12,CP_penalty_K100,aBmem,65,0.01362798228991129,0.013313863710324381,0.006740716268054403,0.007006967057987221,0.0,0.6833193501271634
centCAB100i_a12,CP_penalty_K100,aBnv,65,0.01631089628687205,0.01430016595705825,0.017311632453501785,0.01396095826909375,0.0,0.3936673535801375
centCAB100i_a12,CP_penalty_K100,aCD4Tmem,65,0.028317040101955713,0.02227411148656905,0.02508480475991485,0.01884913489933319,-0.003998651111096669,0.030012367264439968
centCAB100i_a12,CP_penalty_K100,aCD4Tnv,65,0.030008743287098086,0.024723091451999024,0.024540226994891196,0.02322444589050907,-0.0028107451849779218,0.010969532226243379
centCAB100i_a12,CP_penalty_K100,aCD8Tmem,65,0.05597958027676664,0.043745846344888796,0.0369327608266679,0.029112873563699456,-0.007043992884658837,0.0003213125132662109
centCAB100i_a12,CP_penalty_K100,aCD8Tnv,65,0.0020092323554710997,0.0027012772284960647,0.004283004068248925,0.0069148204618123986,0.0,0.409125090567625
centCAB100i_a12,CP_penalty_K100,aEos,65,0.005801616268457404,0.005548000452568452,0.015461502800222486,0.020552902502786383,0.0,0.2735436610893661
centCAB100i_a12,CP_penalty_K100,aMono,65,0.0805047679285563,0.06336092270249902,0.03128024089387361,0.035100192390019415,-0.009182648957700684,0.0001446580335759621
centCAB100i_a12,CP_penalty_K100,aNK,65,0.045758651038037126,0.04210177570986043,0.020616641540287743,0.019601201626858,-0.0017554572800327767,0.08868963053239846
centCAB100i_a12,CP_penalty_K100,aNeu,65,0.6994045133810632,0.7453757890717824,0.10242841531210732,0.09269451476982332,0.033796561301848715,0.0008299156078681111
centCAB100i_a12,CP_penalty_K100,aTreg,65,0.009554894137082139,0.009854951470750212,0.00983499232097265,0.00969512964938182,0.0,0.6083249647120605
centCAB100i_a12,CP_penalty_K1000,aBaso,65,0.012393273464297576,0.012376263786738602,0.0074094570793692685,0.006974550204427176,0.0,0.8748820192277265
centCAB100i_a12,CP_penalty_K1000,aBmem,65,0.013796320791512542,0.013445665744042792,0.006827212255560194,0.007067216250140592,1.506256712471149e-05,0.6784162304946681
centCAB100i_a12,CP_penalty_K1000,aBnv,65,0.015956128199688134,0.014026687045212484,0.017263199715119085,0.013858866189655384,0.0,0.404146571096748
centCAB100i_a12,CP_penalty_K1000,aCD4Tmem,65,0.02815046257341047,0.022137130744236073,0.025130049251916323,0.018833770744947492,-0.0042271618556581556,0.031642811220164005
centCAB100i_a12,CP_penalty_K1000,aCD4Tnv,65,0.0298938911101832,0.024589974966814105,0.02452203218025298,0.0232580701129276,-0.0031811462628346804,0.010734781008279017
centCAB100i_a12,CP_penalty_K1000,aCD8Tmem,65,0.05625156928874598,0.044004913729953535,0.03703610645805742,0.029184091893320933,-0.007327720609116281,0.00032947834016565825
centCAB100i_a12,CP_penalty_K1000,aCD8Tnv,65,0.0020717248498062437,0.0027560982687499513,0.004399998240500626,0.007012134830692362,0.0,0.4802415427194643
centCAB100i_a12,CP_penalty_K1000,aEos,65,0.005853092261769426,0.005598672795269085,0.015492665785857253,0.02057539992675047,0.0,0.2735436610893661
centCAB100i_a12,CP_penalty_K1000,aMono,65,0.08046110594561383,0.06330861063223332,0.03127851053682669,0.03509847839729493,-0.009169685177579559,0.000148520530655524
centCAB100i_a12,CP_penalty_K1000,aNK,65,0.04576759932389555,0.04210253928966557,0.020633670529753748,0.019614713741401224,-0.0017536988534175568,0.08868963053239846
centCAB100i_a12,CP_penalty_K1000,aNeu,65,0.6996176936831022,0.7455744217427449,0.10241571742376188,0.09269843702260004,0.03389804893593862,0.0008299156078681111
centCAB100i_a12,CP_penalty_K1000,aTreg,65,0.009783615608388894,0.010075679963489128,0.009969097028729638,0.00983447005208608,0.0,0.6420785027937037
centCAB100i_a12,RPC_irls,aBaso,65,0.020994531189044707,0.0204537436461167,0.006536172030017969,0.006800181752817234,0.00013548563313245734,0.6450045444470447
centCAB100i_a12,RPC_irls,aBmem,65,0.016716908930260236,0.016337316098122726,0.0073729129370024345,0.007439656308592128,-0.0009063114641709369,0.39739980318216794
centCAB100i_a12,RPC_irls,aBnv,65,0.023673929783417026,0.021407723683666353,0.019864489504527353,0.017887924188098443,0.0,0.2964359765648924
centCAB100i_a12,RPC_irls,aCD4Tmem,65,0.012081116960362237,0.007393031569858497,0.0195887096580529,0.011787381917474984,-0.0005172754767191613,0.03641981767916119
centCAB100i_a12,RPC_irls,aCD4Tnv,65,0.03342448391296713,0.028326808832608307,0.02389275942356302,0.02421879557240684,-0.0046490445777030535,0.02143174047883059
centCAB100i_a12,RPC_irls,aCD8Tmem,65,0.06860355480233478,0.05644977100257752,0.035740181840948175,0.027660986127204416,-0.007399481169059613,0.0004895898649622067
centCAB100i_a12,RPC_irls,aCD8Tnv,65,0.002124472158837273,0.0028115255020197192,0.004010398088710323,0.004965340183744986,0.0,0.33910817748609645
centCAB100i_a12,RPC_irls,aEos,65,0.0066551217651532706,0.006556396220152219,0.016207500059047066,0.02103892642939798,0.0,0.37577150825113037
centCAB100i_a12,RPC_irls,aMono,65,0.06813576722701042,0.05130328808483091,0.03237588395254769,0.034126454038713276,-0.010076779784970756,0.0002632902736512638
centCAB100i_a12,RPC_irls,aNK,65,0.030463346352107342,0.027249804856811975,0.01830928211065576,0.01788356827751697,-0.003416840253005024,0.0620799652214886
centCAB100i_a12,RPC_irls,aNeu,65,0.703346822204972,0.7488952124260525,0.1033191749484838,0.09238525793504464,0.033330792407240795,0.0006389826285440155
centCAB100i_a12,RPC_irls,aTreg,65,0.013777096277235655,0.01281265433624133,0.008292385365752513,0.007869356976016945,-0.00146302083855499,0.36889044270402427
centDHSbloodDMC,CBS_svr_nu0.25,B,65,0.0038722135614161113,0.0038143525734225104,0.010447965962456627,0.011828937174560305,0.0,0.5502919421280152
centDHSbloodDMC,CBS_svr_nu0.25,CD4T,65,0.029672738205095712,0.022474844158510632,0.04367900741223919,0.03771488845727316,0.0,0.12149621743974659
centDHSbloodDMC,CBS_svr_nu0.25,CD8T,65,0.03387800956619052,0.02505687983941592,0.04890144098848569,0.036098656436185796,0.0,0.08835172469508357
centDHSbloodDMC,CBS_svr_nu0.25,Eosino,65,0.004508716445537448,0.003727089563730906,0.014005182882081685,0.016128471888080316,0.0,0.789675102094056
centDHSbloodDMC,CBS_svr_nu0.25,Mono,65,0.10135498577899686,0.08072528600046111,0.04214688296020197,0.03821197050647754,-0.014375645572736226,0.00043307395048181827
centDHSbloodDMC,CBS_svr_nu0.25,NK,65,0.04107584530625529,0.03281190071533158,0.03283900581919016,0.02927323287523817,-0.00593876086352154,0.0503114590377925
centDHSbloodDMC,CBS_svr_nu0.25,Neutro,65,0.7856374911365082,0.8313896471491272,0.11577999078658224,0.09216461939424332,0.031491973545187624,0.0008496726094450491
centDHSbloodDMC,CBS_svr_nu0.5,B,65,0.006312215490395217,0.004999605949787315,0.012589410435090351,0.011664463107505343,0.0,0.27115519770883223
centDHSbloodDMC,CBS_svr_nu0.5,CD4T,65,0.030948384752870782,0.02197291868882372,0.040172344152631996,0.034209588840016424,0.0,0.13021649938891294
centDHSbloodDMC,CBS_svr_nu0.5,CD8T,65,0.037613298159203654,0.024353925028487843,0.04746544629501116,0.03579692964709651,0.0,0.00779317950634905
centDHSbloodDMC,CBS_svr_nu0.5,Eosino,65,0.0017545001217995836,0.0028104089081128453,0.00635099572642229,0.011919805717255323,0.0,0.4838398513935682
centDHSbloodDMC,CBS_svr_nu0.5,Mono,65,0.09406124208016742,0.07498503108398764,0.039467066550485735,0.03996681287396626,-0.011538494248406181,0.00032947834016565825
centDHSbloodDMC,CBS_svr_nu0.5,NK,65,0.042544469242012106,0.034445352508562434,0.03371457442931194,0.029975274219772773,-0.0048572573078038556,0.06863215018868873
centDHSbloodDMC,CBS_svr_nu0.5,Neutro,65,0.7867658901535511,0.8364327578322381,0.10946008448920884,0.09379977021397648,0.03498419341080983,0.0003463959011694666
centDHSbloodDMC,CP_nnls_norm,B,65,0.013541900298693782,0.010277624518427616,0.01740505548592569,0.015256984090895638,0.0,0.05412571718647891
centDHSbloodDMC,CP_nnls_norm,CD4T,65,0.05381737601469327,0.041042238037283345,0.048822772322237064,0.042450498944237545,-0.0004794765382556826,0.04434113692437992
centDHSbloodDMC,CP_nnls_norm,CD8T,65,0.0211156630370855,0.012967473863039378,0.035592978945655065,0.025142479763101338,0.0,0.008352860896632085
centDHSbloodDMC,CP_nnls_norm,Eosino,65,0.000437856952350461,0.0018453022644956852,0.0032983137797212465,0.00851527530778464,0.0,0.22491588401596185
centDHSbloodDMC,CP_nnls_norm,Mono,65,0.10336047009135059,0.08886370206346038,0.031232947874546207,0.034251917217101996,-0.00860133699432171,0.0005140651324660342
centDHSbloodDMC,CP_nnls_norm,NK,65,0.06572275571802316,0.054853130534899736,0.03667450303462413,0.03535833895528963,-0.009968946685313458,0.004568544035597097
centDHSbloodDMC,CP_nnls_norm,Neutro,65,0.7420039778878031,0.7901505287183939,0.1060165905616748,0.0914035361303646,0.04141784029725604,0.0005529242732228011
centDHSbloodDMC,CP_penalty_K100,B,65,0.016548830277009614,0.013063164494339554,0.01779863040013834,0.015689620751775137,-0.00039748206045137763,0.05828451358538657
centDHSbloodDMC,CP_penalty_K100,CD4T,65,0.02378833059995088,0.015554889729132045,0.03927699992205697,0.03132094553560272,0.0,0.11228652306574788
centDHSbloodDMC,CP_penalty_K100,CD8T,65,0.06731146194665023,0.05362722661180544,0.04414730510306993,0.03662334589427117,-0.005606790621832482,0.021801178429516347
centDHSbloodDMC,CP_penalty_K100,Eosino,65,0.00030218194506128324,0.0014174867018383005,0.0024362687279662573,0.006599419531136491,0.0,0.14412703481601533
centDHSbloodDMC,CP_penalty_K100,Mono,65,0.09434681840285902,0.08039711594335666,0.029381215454717554,0.03275347095204783,-0.007726988215920619,0.0010241566729581356
centDHSbloodDMC,CP_penalty_K100,NK,65,0.06457215016351225,0.05695738039506893,0.033328767904092456,0.03561944153750726,-0.00852458047769171,0.01982176814578687
centDHSbloodDMC,CP_penalty_K100,Neutro,65,0.7326795802060735,0.7785296687082724,0.10011724738613302,0.08571673286610428,0.03873746905685227,0.00038269626917418167
centDHSbloodDMC,CP_penalty_K1000,B,65,0.01657826248471281,0.013089346165911795,0.01780920651629074,0.015701440531260467,-0.00039704559331422973,0.05828451358538657
centDHSbloodDMC,CP_penalty_K1000,CD4T,65,0.02359275070173258,0.015410150694123822,0.03918486019971134,0.031197668937636824,0.0,0.11560380304776928
centDHSbloodDMC,CP_penalty_K1000,CD8T,65,0.06768125972573663,0.053922713896465656,0.044245832787059174,0.03670278258599208,-0.005579707020199429,0.021044279243034272
centDHSbloodDMC,CP_penalty_K1000,Eosino,65,0.0003014263863360705,0.001414716103481074,0.0024301772187796163,0.006587138209220526,0.0,0.14412703481601533
centDHSbloodDMC,CP_penalty_K1000,Mono,65,0.09430565788627623,0.0803478880307221,0.029386193845097202,0.03276096704700792,-0.007732381475489283,0.0010006632532663974
centDHSbloodDMC,CP_penalty_K1000,NK,65,0.06460422197281648,0.05702574633033306,0.03332826138451442,0.03563685031015307,-0.00882098966746462,0.0208826287674215
centDHSbloodDMC,CP_penalty_K1000,Neutro,65,0.7329318752223528,0.7787848685010414,0.10012596229172548,0.08572840810179516,0.038756012959750175,0.00037330184280725095
centDHSbloodDMC,RPC_irls,B,65,0.02619097782912949,0.023438782814871453,0.017561587823811533,0.015893171931507133,-0.004081368238986932,0.09454874164886314
centDHSbloodDMC,RPC_irls,CD4T,65,0.019700811263947817,0.013978585348935844,0.03173157639850518,0.027955045479694244,0.0,0.12752725562664105
centDHSbloodDMC,RPC_irls,CD8T,65,0.08594325766508393,0.0692233930274351,0.04863858850317192,0.03607940121803009,-0.015810228357946942,0.001689266920032649
centDHSbloodDMC,RPC_irls,Eosino,65,0.0002658994604134284,0.001968611015179651,0.002143749984986567,0.00905163845999077,0.0,0.14412703481601533
centDHSbloodDMC,RPC_irls,Mono,65,0.07546929983765319,0.05788030333892194,0.03610137772453695,0.03714310277015239,-0.014727649517197267,0.0005453338022277256
centDHSbloodDMC,RPC_irls,NK,65,0.04993833319391612,0.04535946282416527,0.027961283834623294,0.03241603341146756,-0.007106111631273487,0.09065766413336586
centDHSbloodDMC,RPC_irls,Neutro,65,0.7424886788540497,0.7881482279567755,0.1023218723404831,0.08882729808514206,0.03841964827522382,0.0006389826285440155
