term,perturbagen,cell_line,time,dose,n_up,n_down,k_downNdisUP,k_upNdisDOWN,p_rev_up,p_rev_down,or_rev_up,or_rev_down,reversal_score,mimic_score,net_score,p_combined,directional,fdr,z_vs_null,emp_p,library
ABCC8,abcc8,,,,244,246,9,0,6.465163716070813e-07,1.0,11.22458146182115,0.0,6.189420473090485,1.269703981085933,4.919716492004552,9.8604526138467e-06,True,0.0005526094518641828,11.230821901696887,0.0003332222592469177,crispr_ko
ABCC9,abcc9,,,,247,247,1,1,0.6545034270279639,0.5837448770356795,0.9541380029184907,1.163744918699187,0.4178649929013251,0.4178649929013251,0.0,0.7496724876505164,True,0.8077100203612863,-0.2550499805576906,0.5681439520159947,crispr_ko
ABCD2,abcd2,,,,245,247,7,1,6.872907669448868e-05,0.5807407491969634,8.095959595959595,1.1735399590163935,4.398877189844866,2.337984550278353,2.0608926395665126,0.00044419198736083917,True,0.006230427569745265,7.667492947902161,0.0003332222592469177,crispr_ko
ABCD3,abcd3,,,,246,249,0,3,1.0,0.053739796671393524,0.0,3.77119341563786,1.269703981085933,4.17400064941189,-2.904296668325957,0.21085354464578615,True,0.33814625623370465,1.44017993037043,0.08997000999666778,crispr_ko
ABCG2,abcg2,,,,247,248,1,0,0.6560067298582566,1.0,0.9501712862036749,0.0,0.18309170525038723,1.2185850962876974,-1.03549339103731,0.9325688227015988,False,0.9459021775672874,-0.7222682049324469,0.846384538487171,crispr_ko
ABHD2,abhd2,,,,244,247,3,1,0.08621619409357921,0.5792308119191615,3.042534337616305,1.1784979423868314,1.3015594965468757,3.063287638107116,-1.7617281415602402,0.19960406486813337,True,0.3361598582797806,1.503575036002435,0.07697434188603798,crispr_ko
ABHD6,abhd6,,,,245,245,2,3,0.278441351929783,0.05320847236940902,1.9833225037903401,3.7871900826446283,1.829285475871245,9.739853956747305,-7.91056848087606,0.07721933420677553,True,0.17747313058285114,2.5537933018170382,0.023658780406531157,crispr_ko
ABI3,abi3,,,,248,244,6,0,0.0005149295194670133,1.0,6.793376173999011,0.0,3.288252210572932,0.6787753338443617,2.60947687672857,0.004413708346350342,True,0.028520502728782236,5.457257550367529,0.0016661112962345886,crispr_ko
ABI3BP,abi3bp,,,,247,247,2,1,0.28160566201117104,0.5837448770356795,1.966702470461869,1.163744918699187,0.784135535235501,1.2654103448472285,-0.4812748096117275,0.46119091460290473,True,0.5754780024749325,0.47385863652734594,0.2785738087304232,crispr_ko
ABL1,abl1,,,,243,249,3,2,0.08783479892453563,0.20823403226312903,3.017139090309822,2.4537545174675413,1.737781679650947,-0.0,1.737781679650947,0.09147639861876572,True,0.18915440556449553,2.3716931931489635,0.03532155948017328,crispr_ko
ABL2,abl2,,,,242,246,0,2,1.0,0.2069494201941666,0.0,2.464247311827957,0.684135786015223,1.8324381532096012,-1.1483023671943782,0.5329528813237306,True,0.6455400220256764,0.2748508799972024,0.29656781072975674,crispr_ko
ABTB2,abtb2,,,,241,245,0,1,1.0,0.5746692931650028,0.0,1.1936197916666667,0.24058200830441262,1.3251795935176063,-1.0845975852131937,0.8930134085556121,True,0.9390241936194845,-0.6078577556840438,0.5894701766077974,crispr_ko
ACAA2,acaa2,,,,242,244,3,2,0.08381308804408753,0.2069494201941666,3.0814175171021643,2.464247311827957,1.760823943739383,0.7998825162229886,0.9609414275163943,0.08766973628174635,True,0.18915440556449553,2.4175492009626796,0.027657447517494167,crispr_ko
ACACA,acaca,,,,247,243,0,2,1.0,0.2133818700187406,0.0,2.4126398946675445,0.6708424831557145,1.302697055990873,-0.6318545728351586,0.5429868489179903,True,0.6455400220256764,0.2483961098645382,0.34221926024658444,crispr_ko
ACACB,acacb,,,,246,244,4,1,0.019204478161928457,0.582245431663141,4.2407407407407405,1.1686224489795918,1.9514913995881917,1.2783562088937133,0.6731351906944785,0.06142649756885162,True,0.15367927038777102,2.796993178849049,0.02032655781406198,crispr_ko
ACAD8,acad8,,,,246,244,1,1,0.6499549837701145,0.582245431663141,0.9662340403081143,1.1686224489795918,0.42201063206734546,0.18509099576853102,0.23691963629881443,0.7461628014869024,True,0.8077100203612863,-0.24679981636981976,0.5048317227590803,crispr_ko
ACADM,acadm,,,,247,245,1,2,0.6514775806219191,0.2133818700187406,0.9621689785624212,2.4126398946675445,0.8569430082793595,0.550358617443677,0.30658439083568256,0.41331275445399496,True,0.5568985299552306,0.6187515185801848,0.1996001332889037,crispr_ko
ACADSB,acadsb,,,,246,240,1,1,0.6437994787800196,0.582245431663141,0.9828344598219075,1.1686224489795918,0.42614328953868286,3.000873887355394,-2.574730597816711,0.7426631339511818,True,0.8077100203612863,-0.2385754868260851,0.4591802732422526,crispr_ko
ACAN,acan,,,,247,247,4,4,0.019990915721918367,0.010313368122594245,4.187014174668495,5.20164609053498,3.6857667921243977,1.8157689622909055,1.8699978298334923,0.001955926683466174,True,0.016711950613484752,6.248344384878653,0.0006664445184938354,crispr_ko
ACAP1,acap1,,,,244,246,2,2,0.28002356105637266,0.2095196047577794,1.9749784296807593,2.443348440415889,1.2315807596225636,3.1317914575166235,-1.9002106978940598,0.22504916337099048,True,0.34157050579213477,1.3643115723567032,0.10529823392202599,crispr_ko
ACAT1,acat1,,,,243,246,1,3,0.6529937194772887,0.05215366588419932,0.9581371009942439,3.8195833333333336,1.4678061553487562,4.207735096664586,-2.7399289413158296,0.1491567886511873,True,0.2799030485294036,1.8344196116814868,0.044318560479840056,crispr_ko
ACAT2,acat2,,,,248,242,2,1,0.27369434730085235,0.5852391029747436,2.008771929824561,1.158906882591093,0.7954008361488498,2.6675171724081372,-1.8721163362592874,0.45353663348725237,True,0.5754780024749325,0.49627751536337333,0.23492169276907698,crispr_ko
ACE,ace,,,,247,245,3,3,0.08461079867902582,0.05427372816994433,3.0683493410766136,3.755327868852459,2.337984550278353,1.3004288519343186,1.0375556983440346,0.029313527190260875,True,0.0881554199025577,3.5661464560606566,0.011996001332889037,crispr_ko
