perturbagen,n_signatures,n_cell_lines,median_net,max_net,min_fdr,median_z,frac_directional,n_sig_fdr05,rank_percentile
mctp2,1,1,0.9718829337772317,0.9718829337772317,0.17143807919164059,2.621660924206691,1.0,0,70.40307101727447
proc,1,1,0.9705723639569166,0.9705723639569166,0.17747313058285114,2.5575270127185856,1.0,0,70.38387715930902
fabp4,1,1,0.970388960310513,0.970388960310513,0.17747313058285114,2.5624242884248125,1.0,0,70.36468330134358
pdxdc1,1,1,0.9686976756022458,0.9686976756022458,0.18915440556449553,2.4055338204432735,1.0,0,70.34548944337811
nek9,1,1,0.9635789087739455,0.9635789087739455,0.17747313058285114,2.550131077300378,1.0,0,70.32629558541267
asph,1,1,0.9609551361811606,0.9609551361811606,0.06161206499174737,4.318975696026821,1.0,0,70.30710172744722
acaa2,1,1,0.9609414275163943,0.9609414275163943,0.18915440556449553,2.4175492009626796,1.0,0,70.28790786948176
prpf4b,1,1,0.9602069367779504,0.9602069367779504,0.18915440556449553,2.396328478851231,1.0,0,70.26871401151631
chrna9,1,1,0.9602069367779504,0.9602069367779504,0.18915440556449553,2.396328478851231,1.0,0,70.24952015355086
socs3,1,1,0.9600236793368769,0.9600236793368769,0.18915440556449553,2.391094430830015,1.0,0,70.23032629558541
pdk3,1,1,0.9574070327438755,0.9574070327438755,0.18915440556449553,2.393403638260189,1.0,0,70.21113243761997
orm1,1,1,0.9555420325170263,0.9555420325170263,0.18915440556449553,2.417439186284848,1.0,0,70.1919385796545
got2,1,1,0.9544385463802278,0.9544385463802278,0.18915440556449553,2.3852596720403505,1.0,0,70.17274472168906
rpl19,1,1,0.9544385463802278,0.9544385463802278,0.18915440556449553,2.3852596720403505,1.0,0,70.15355086372361
pak3,1,1,0.9543014515274857,0.9543014515274857,0.17926299623823821,2.509932455044318,1.0,0,70.13435700575816
chsy1,1,1,0.9520635725346511,0.9520635725346511,0.11280629874304793,3.2794871348551418,1.0,0,70.11516314779271
ninj1,1,1,0.9518520069326288,0.9518520069326288,0.18915440556449553,2.387768610127301,1.0,0,70.09596928982725
cbx3,1,1,0.9514847614552456,0.9514847614552456,0.18915440556449553,2.3771584889136808,1.0,0,70.0767754318618
sh2d1a,1,1,0.9481887760446415,0.9481887760446415,0.03472415125712488,5.197045658348326,1.0,1,70.05758157389636
crispld1,1,1,0.9479640387305266,0.9479640387305266,0.06161206499174737,4.290540456690378,1.0,0,70.0383877159309
spry1,1,1,0.9455301406169005,0.9455301406169005,0.011746219502558173,6.8458279669209015,1.0,1,70.01919385796545
cr1l,1,1,0.9453298643805801,0.9453298643805801,0.03558813254667929,5.1466098788922885,1.0,1,70.0
grik5,1,1,0.9450978982165927,0.9450978982165927,0.03544572748522978,5.166373985722137,1.0,1,69.98080614203455
mtx1,1,1,0.9434376068312686,0.9434376068312686,0.0282312226828028,5.495009015577234,1.0,1,69.96161228406909
catsper2,1,1,0.9420629711502166,0.9420629711502166,0.11698667642236904,3.193611088899439,1.0,0,69.94241842610364
ang,1,1,0.9411125304898782,0.9411125304898782,0.026031523759523213,5.633281486347512,1.0,1,69.9232245681382
mvk,1,1,0.9380614929217179,0.9380614929217179,0.14547628951046845,2.964477671148028,1.0,0,69.90403071017275
nlrp3,1,1,0.9359694344722622,0.9359694344722622,0.18919990815791296,2.3647498357616783,1.0,0,69.8848368522073
ptges,1,1,0.9350494310795958,0.9350494310795958,0.06161206499174737,4.262416304767423,1.0,0,69.86564299424185
dusp11,1,1,0.933821597575373,0.933821597575373,0.18919990815791296,2.3412139621908477,1.0,0,69.84644913627639
afg3l2,1,1,0.9320510809231393,0.9320510809231393,0.14950901528532615,2.9274261730922744,1.0,0,69.82725527831094
sptbn1,1,1,0.9312753245326895,0.9312753245326895,0.028520502728782236,5.419861958630348,1.0,1,69.8080614203455
ccl4,1,1,0.9300632379415661,0.9300632379415661,0.15054346506539987,2.9151957360298173,1.0,0,69.78886756238003
insrr,1,1,0.9276200770248733,0.9276200770248733,0.025132718731026137,5.682184629768631,1.0,1,69.76967370441459
znf391,1,1,0.9270935808577576,0.9270935808577576,0.02577557212476615,5.650614526485505,1.0,1,69.75047984644914
bmp5,1,1,0.9268148824242809,0.9268148824242809,0.19015999369503936,2.31791444898202,1.0,0,69.73128598848368
xpot,1,1,0.9267553644860409,0.9267553644860409,0.08719246473981179,3.6634426846755233,1.0,0,69.71209213051823
akr1b1,1,1,0.9241828789501155,0.9241828789501155,0.18993311788308082,2.3295349054770504,1.0,0,69.69289827255278
il17re,1,1,0.9241457091554133,0.9241457091554133,0.15238844460419523,2.878857691362331,1.0,0,69.67370441458733
ampd1,1,1,0.9221286922430494,0.9221286922430494,0.19024962024243433,2.3063521103583904,1.0,0,69.65451055662189
sdsl,1,1,0.920238410291027,0.920238410291027,0.15367927038777102,2.854921909827691,1.0,0,69.63531669865644
kcna7,1,1,0.9196957990595525,0.9196957990595525,0.19024962024243433,2.3063521103583904,1.0,0,69.61612284069099
apobec3g,1,1,0.919474340429365,0.919474340429365,0.19015999369503936,2.31791444898202,1.0,0,69.59692898272553
jaml,1,1,0.918295896965152,0.918295896965152,0.15367927038777102,2.843039482061463,1.0,0,69.57773512476008
ifna8,1,1,0.9172489907250276,0.9172489907250276,0.19024962024243433,2.3063521103583904,1.0,0,69.55854126679462
chi3l2,1,1,0.9114787942396024,0.9114787942396024,0.2799030485294036,1.8471696945212204,1.0,0,69.53934740882917
klhl14,1,1,0.9093390141809271,0.9093390141809271,0.2799030485294036,1.847922717804612,1.0,0,69.52015355086371
kcnn3,1,1,0.907453777706304,0.907453777706304,0.2799030485294036,1.839159579330591,1.0,0,69.50095969289826
srms,1,1,0.9064639014521566,0.9064639014521566,0.2799030485294036,1.8371896438645892,1.0,0,69.48176583493282
znf513,1,1,0.9058696651447387,0.9058696651447387,0.2799030485294036,1.8211453153559582,1.0,0,69.46257197696737
gldc,1,1,0.9050382003895915,0.9050382003895915,0.2799030485294036,1.8145933561445633,1.0,0,69.44337811900192
grin2a,1,1,0.9042210824912238,0.9042210824912238,0.2799030485294036,1.8080978734843316,1.0,0,69.42418426103647
ajuba,1,1,0.9040152770914168,0.9040152770914168,0.2799030485294036,1.8125576543327144,1.0,0,69.40499040307103
ccl1,1,1,0.9031913724854119,0.9031913724854119,0.2799030485294036,1.806048665564001,1.0,0,69.38579654510558
cetp,1,1,0.9026562218259495,0.9026562218259495,0.19077303159570186,2.2948474131603276,1.0,0,69.36660268714012
lair1,1,1,0.901989551076262,0.901989551076262,0.2799030485294036,1.808526292326669,1.0,0,69.34740882917467
pvr,1,1,0.901989551076262,0.901989551076262,0.2799030485294036,1.808526292326669,1.0,0,69.3282149712092
serpinb8,1,1,0.9018446486114402,0.9018446486114402,0.2799030485294036,1.8131352001653291,1.0,0,69.30902111324376
catsper1,1,1,0.9013881519097591,0.9013881519097591,0.11333985239362397,3.2512354153246155,1.0,0,69.28982725527831
mdm4,1,1,0.9011522525271967,0.9011522525271967,0.2799030485294036,1.8019906485055144,1.0,0,69.27063339731285
pik3cd,1,1,0.9007046804968666,0.9007046804968666,0.15367927038777102,2.8322081091336764,1.0,0,69.2514395393474
cyp3a7,1,1,0.9005178417158612,0.9005178417158612,0.1917946368013265,2.2833998867475533,1.0,0,69.23224568138195
hla-dqa2,1,1,0.899000384303971,0.899000384303971,0.2799030485294036,1.8025776036760832,1.0,0,69.2130518234165
c12orf73,1,1,0.8987241320202466,0.8987241320202466,0.19512429884662386,2.260674492182246,1.0,0,69.19385796545106
irf2,1,1,0.89838688256662,0.89838688256662,0.19324312427522164,2.2720090661913166,1.0,0,69.17466410748561
unc93b1,1,1,0.8983794249222694,0.8983794249222694,0.04714220976117737,4.6558130524247785,1.0,1,69.15547024952016
bend3,1,1,0.8977322622752019,0.8977322622752019,0.42571915990514486,1.064293110202236,1.0,0,69.1362763915547
ets1,1,1,0.8972903835347468,0.8972903835347468,0.18915440556449553,2.4423729659950646,1.0,0,69.11708253358925
cdk11a,1,1,0.8954685906968316,0.8954685906968316,0.28200741001047175,1.781023837959281,1.0,0,69.0978886756238
ccdc85b,1,1,0.8954685542464632,0.8954685542464632,0.3361598582797806,1.542262282284691,1.0,0,69.07869481765835
actr3,1,1,0.8947629147243685,0.8947629147243685,0.18915440556449553,2.420146543866414,1.0,0,69.0595009596929
dgkg,1,1,0.8930293609203475,0.8930293609203475,0.3361598582797806,1.5453770129757958,1.0,0,69.04030710172745
stat2,1,1,0.892963213244138,0.892963213244138,0.1917946368013265,2.2833998867475533,1.0,0,69.02111324376199
cd36,1,1,0.8928792548073489,0.8928792548073489,0.18915440556449553,2.4175492009626796,1.0,0,69.00191938579654
htr1f,1,1,0.8928792548073489,0.8928792548073489,0.18915440556449553,2.4175492009626796,1.0,0,68.9827255278311
sdhb,1,1,0.8926843224437286,0.8926843224437286,0.3361598582797806,1.5385017301904336,1.0,0,68.96353166986565
oaz1,1,1,0.8922269066645943,0.8922269066645943,0.3361598582797806,1.5295284763010208,1.0,0,68.9443378119002
wars2,1,1,0.8921221329930153,0.8921221329930153,0.18915440556449553,2.4012792520613986,1.0,0,68.92514395393474
papss2,1,1,0.890685729447316,0.890685729447316,0.0881554199025577,3.5595892279473897,1.0,0,68.90595009596929
btg2,1,1,0.8898008965136402,0.8898008965136402,0.3361598582797806,1.5325488452597646,1.0,0,68.88675623800384
nr3c2,1,1,0.8894825001807373,0.8894825001807373,0.426094465801719,1.0478754025666863,1.0,0,68.8675623800384
pilra,1,1,0.8893427281399682,0.8893427281399682,0.3361598582797806,1.5235207806333726,1.0,0,68.84836852207295
spink1,1,1,0.8889442756510846,0.8889442756510846,0.18915440556449553,2.4190754326187274,1.0,0,68.82917466410748
bdh1,1,1,0.8884861303216234,0.8884861303216234,0.426094465801719,1.0478754025666863,1.0,0,68.80998080614204
lgals1,1,1,0.8881160244371901,0.8881160244371901,0.18915440556449553,2.3986943539103542,1.0,0,68.79078694817659
ror2,1,1,0.8877572296104759,0.8877572296104759,0.18915440556449553,2.4045590817920925,1.0,0,68.77159309021113
erbb3,1,1,0.8866679929937364,0.8866679929937364,0.18915440556449553,2.3905503876905154,1.0,0,68.75239923224568
gspt1,1,1,0.8865881282599959,0.8865881282599959,0.3361598582797806,1.5198201853489435,1.0,0,68.73320537428023
ncoa6,1,1,0.8864736803074794,0.8864736803074794,0.426094465801719,1.0478754025666863,1.0,0,68.71401151631477
bst1,1,1,0.8863594204594899,0.8863594204594899,0.3361598582797806,1.5153336759386842,1.0,0,68.69481765834932
papola,1,1,0.8862453486266841,0.8862453486266841,0.3361598582797806,1.5131107686654712,1.0,0,68.67562380038387
eif2ak4,1,1,0.8854574836474387,0.8854574836474387,0.426094465801719,1.0478754025666863,1.0,0,68.65642994241843
raver1,1,1,0.8853902246139861,0.8853902246139861,0.42623036622270005,1.0397314363468477,1.0,0,68.63723608445298
ifih1,1,1,0.8852272813525168,0.8852272813525168,0.18915440556449553,2.3824492045638457,1.0,0,68.61804222648753
il9r,1,1,0.8845854323389286,0.8845854323389286,0.11104956122553948,3.3021139799132553,1.0,0,68.59884836852208
hmox2,1,1,0.8845104500413272,0.8845104500413272,0.18915440556449553,2.3941189692236877,1.0,0,68.57965451055662
tnfsf14,1,1,0.8835051939438318,0.8835051939438318,0.3361598582797806,1.5094261430085911,1.0,0,68.56046065259117
spata4,1,1,0.8832768622630365,0.8832768622630365,0.3361598582797806,1.5049668024456326,1.0,0,68.54126679462573
rsbn1,1,1,0.8808053837982186,0.8808053837982186,0.05148916467613249,4.5289222465698185,1.0,0,68.52207293666027
mapk4k4,1,1,0.8805514090188495,0.8805514090188495,0.3361598582797806,1.5013249598819214,1.0,0,68.50287907869482
tsga10ip,1,1,0.8805514090188495,0.8805514090188495,0.3361598582797806,1.5013249598819214,1.0,0,68.48368522072936
tssk1b,1,1,0.88043714917086,0.88043714917086,0.3361598582797806,1.4990885265921758,1.0,0,68.46449136276391
ror1,1,1,0.878889625976474,0.878889625976474,0.18919990815791296,2.3586034256920385,1.0,0,68.44529750479846
icam5,1,1,0.8774979472642281,0.8774979472642281,0.3363332093628309,1.4910297754953967,1.0,0,68.42610364683301
slfn14,1,1,0.8745707503806188,0.8745707503806188,0.11333985239362397,3.243225300133986,1.0,0,68.40690978886757
arc,1,1,0.8744591395570614,0.8744591395570614,0.33770915083978453,1.4807902023406252,1.0,0,68.38771593090212
arpc5,1,1,0.8743427946402844,0.8743427946402844,0.11333985239362397,3.24720405331857,1.0,0,68.36852207293667
pms2,1,1,0.8732997484583802,0.8732997484583802,0.06161206499174737,4.316752788753608,1.0,0,68.34932821497122
adcy1,1,1,0.8732416833226647,0.8732416833226647,0.43025425634974185,1.0155548362418403,1.0,0,68.33013435700576
siah1,1,1,0.8731172660699695,0.8731172660699695,0.0881554199025577,3.557371691877131,1.0,0,68.31094049904031
tead1,1,1,0.872385413420272,0.872385413420272,0.1135162101781994,3.2352075199704626,1.0,0,68.29174664107485
vdr,1,1,0.8720420694739435,0.8720420694739435,0.11337095318964809,3.241274583788357,1.0,0,68.2725527831094
pnpo,1,1,0.8679946159375587,0.8679946159375587,0.06161206499174737,4.283871619473663,1.0,0,68.25335892514394
mpv17,1,1,0.8626108057970805,0.8626108057970805,0.15367927038777102,2.7645421198220705,1.0,0,68.2341650671785
grhl1,1,1,0.862178420444794,0.862178420444794,0.15367927038777102,2.7966925070020783,1.0,0,68.21497120921305
itgb2,1,1,0.8620511841970551,0.8620511841970551,0.06161206499174737,4.273080036789785,1.0,0,68.1957773512476
chrna1,1,1,0.8611369480693722,0.8611369480693722,0.18919990815791296,2.352952107470267,1.0,0,68.17658349328215
mylk3,1,1,0.8607985967065409,0.8607985967065409,0.33814625623370465,1.466073249725248,1.0,0,68.1573896353167
top1mt,1,1,0.8601051284910437,0.8601051284910437,0.06161206499174737,4.25570688808395,1.0,0,68.13819577735126
nat8,1,1,0.856844237783724,0.856844237783724,0.06161206499174737,4.240629785346966,1.0,0,68.1190019193858
cd27,1,1,0.8563684410604588,0.8563684410604588,0.15367927038777102,2.785130168378448,1.0,0,68.09980806142035
c4bpb,1,1,0.8559268317159416,0.8559268317159416,0.18919990815791296,2.3412139621908477,1.0,0,68.08061420345489
sash3,1,1,0.8541773706672444,0.8541773706672444,0.06161206499174737,4.245089125909925,1.0,0,68.06142034548944
esrra,1,1,0.8538752109172012,0.8538752109172012,0.15367927038777102,2.7553446695298107,1.0,0,68.04222648752399
a1bg,1,1,0.8508769605597692,0.8508769605597692,0.15367927038777102,2.757608506735751,1.0,0,68.02303262955853
pole2,1,1,0.8504134843565654,0.8504134843565654,0.07479478679676473,3.998745150984777,1.0,0,68.00383877159308
scube1,1,1,0.850366910165647,0.850366910165647,0.0622638864002478,4.210692607102692,1.0,0,67.98464491362763
dpep2,1,1,0.8485409879929688,0.8485409879929688,0.19015999369503936,2.31791444898202,1.0,0,67.96545105566219
tymp,1,1,0.8473877027460752,0.8473877027460752,0.19024962024243433,2.3063521103583904,1.0,0,67.94625719769674
pank2,1,1,0.8473366761880912,0.8473366761880912,0.33814625623370465,1.448767591393674,1.0,0,67.92706333973129
adra2b,1,1,0.845551379883345,0.845551379883345,0.4245973930508364,1.0725675756229476,1.0,0,67.90786948176584
cela2b,1,1,0.8451531675835675,0.8451531675835675,0.15372818624885756,2.746217686179514,1.0,0,67.88867562380038
stk24,1,1,0.8412698652364778,0.8412698652364778,0.19024962024243433,2.3063521103583904,1.0,0,67.86948176583493
foxo3,1,1,0.8412081068020414,0.8412081068020414,0.19077303159570186,2.2948474131603276,1.0,0,67.85028790786949
lmnb2,1,1,0.8407319389814776,0.8407319389814776,0.07505153254688048,3.991040415042081,1.0,0,67.83109404990402
nfkb1,1,1,0.8401851835038667,0.8401851835038667,0.19077303159570186,2.2948474131603276,1.0,0,67.81190019193858
galnt3,1,1,0.8385323889022518,0.8385323889022518,0.07479478679676473,3.9982835852933407,1.0,0,67.79270633397313
sirpg,1,1,0.838285130646953,0.838285130646953,0.0752453797444353,3.986171064457607,1.0,0,67.77351247600768
gast,1,1,0.8370489006161597,0.8370489006161597,0.1917946368013265,2.2833998867475533,1.0,0,67.75431861804222
nmrk2,1,1,0.8365565059443612,0.8365565059443612,0.426094465801719,1.0478754025666863,1.0,0,67.73512476007677
map3k9,1,1,0.8365565059443612,0.8365565059443612,0.426094465801719,1.0478754025666863,1.0,0,67.71593090211132
faim2,1,1,0.8351108067834476,0.8351108067834476,0.07674418291479795,3.9453393356752047,1.0,0,67.69673704414588
slc4a1ap,1,1,0.8335880195807135,0.8335880195807135,0.42623036622270005,1.0397314363468477,1.0,0,67.67754318618043
arhgap27,1,1,0.8321084098429959,0.8321084098429959,0.34157050579213477,1.406255503644579,1.0,0,67.65834932821497
map3k13,1,1,0.8306342346557313,0.8306342346557313,0.4268348639576993,1.0316302532201778,1.0,0,67.63915547024952
stx11,1,1,0.8128779464220928,0.8128779464220928,0.34157050579213477,1.37497931471434,1.0,0,67.61996161228407
masp1,1,1,0.8116852873099771,0.8116852873099771,0.34157050579213477,1.3735176175082016,1.0,0,67.60076775431862
pde4c,1,1,0.8112201614905769,0.8112201614905769,0.34157050579213477,1.3696309779201585,1.0,0,67.58157389635316
apobr,1,1,0.8109071788290085,0.8109071788290085,0.34157050579213477,1.36920884806293,1.0,0,67.56238003838772
gcdh,1,1,0.8109071788290085,0.8109071788290085,0.34157050579213477,1.36920884806293,1.0,0,67.54318618042227
foxn1,1,1,0.8102254911625492,0.8102254911625492,0.34157050579213477,1.3652683058447166,1.0,0,67.52399232245682
oas2,1,1,0.8098903456478875,0.8098903456478875,0.34157050579213477,1.364761627335684,1.0,0,67.50479846449136
usp1,1,1,0.8062930686573242,0.8062930686573242,0.34157050579213477,1.3537585926028928,1.0,0,67.48560460652591
alox12,1,1,0.8052753281659639,0.8052753281659639,0.34157050579213477,1.349309847836915,1.0,0,67.46641074856046
slc22a3,1,1,0.8034785860023022,0.8034785860023022,0.07544488803328005,3.9789861260794686,1.0,0,67.447216890595
rbp1,1,1,0.8027711582963408,0.8027711582963408,0.34157050579213477,1.343037444868776,1.0,0,67.42802303262955
fam47e,1,1,0.8027440952638583,0.8027440952638583,0.07479478679676473,3.998745150984777,1.0,0,67.4088291746641
