term,perturbagen,cell_line,time,dose,n_up,n_down,k_downNdisUP,k_upNdisDOWN,p_rev_up,p_rev_down,or_rev_up,or_rev_down,reversal_score,mimic_score,net_score,p_combined,directional,fdr,z_vs_null,emp_p,library
CPC001 HA1E 24H-hemado-10.0,hemado,HA1E,24H,10.0,74,46,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ici-89406-10.0,ici-89406,HA1E,24H,10.0,40,56,1,0,0.20253482817430737,1.0,4.649454545454545,0.0,0.6935002841365968,-0.0,0.6935002841365968,0.5259512351037625,True,1.0,0.8501149967537601,0.1809396867710763,chem
CPC001 HA1E 24H-n-benzylnaltrindole hydrochloride-10.0,n-benzylnaltrindole hydrochloride,HA1E,24H,10.0,110,101,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-cilnidipine-10.0,cilnidipine,HA1E,24H,10.0,11,50,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-norketamine hydrochloride-10.0,norketamine hydrochloride,HA1E,24H,10.0,72,53,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-sdz 21009-10.0,sdz 21009,HA1E,24H,10.0,60,13,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-brefeldin a-10.0,brefeldin a,HA1E,24H,10.0,102,211,1,0,0.5781906911142227,1.0,1.1881904761904762,0.0,0.23792890476198866,0.8171635172767224,-0.5792346125147337,0.8949533570304582,True,1.0,-0.0800208206131938,0.3112295901366211,chem
CPC001 HA1E 24H-trichostatin a-10.0,trichostatin a,HA1E,24H,10.0,198,200,1,2,0.5584595977213203,0.10339922586312482,1.2560804020100502,3.99234693877551,1.2384909535874056,0.25588073396585614,0.9826102196215494,0.22241546106140092,True,1.0,1.9628173409678906,0.058647117627457515,chem
CPC001 HA1E 24H-geldanamycin-10.0,geldanamycin,HA1E,24H,10.0,122,166,1,0,0.49170192691608877,1.0,1.5231515151515151,0.0,0.30829808976274736,-0.0,0.30829808976274736,0.8407525621821896,True,1.0,0.06365128516741615,0.3055648117294235,chem
CPC001 HA1E 24H-vinblastine sulfate-10.0,vinblastine sulfate,HA1E,24H,10.0,140,175,0,1,1.0,0.3256749708543354,0.0,2.673296656792213,0.48721561704929883,0.4091934932335874,0.07802212381571144,0.6910352010532892,True,1.0,0.4289455244859679,0.2619126957680773,chem
CPC001 HA1E 24H-taxol-10.0,taxol,HA1E,24H,10.0,112,116,0,1,1.0,0.26987631286244124,0.0,3.3624801271860094,0.5688352319480254,0.5557893343448462,0.013045897603179202,0.6233580203702593,True,1.0,0.5955875275925274,0.2315894701766078,chem
CPC001 HA1E 24H-dpn-10.0,dpn,HA1E,24H,10.0,47,18,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-genistin-10.0,genistin,HA1E,24H,10.0,76,98,1,2,0.32790609287527117,0.018427217002475182,2.6189690721649486,10.780405405405405,2.218790763351609,-0.0,2.218790763351609,0.03691272691211155,True,1.0,3.9642862788792206,0.006331222925691436,chem
CPC001 HA1E 24H-cyclosporine-10.0,cyclosporine,HA1E,24H,10.0,122,133,0,0,1.0,1.0,0.0,0.0,-0.0,0.9137343130855491,-0.9137343130855491,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-estradiol valerate-10.0,estradiol valerate,HA1E,24H,10.0,107,90,1,1,0.3055889997807604,0.2594643221145999,2.857977528089888,3.5238623751387346,1.100784634797722,-0.0,1.100784634797722,0.28026045159494856,True,1.0,1.681663639960887,0.07364211929356881,chem
CPC001 HA1E 24H-lfm-a12-10.0,lfm-a12,HA1E,24H,10.0,62,79,0,1,1.0,0.15923366916048404,0.0,6.166827386692382,0.7979650974991642,-0.0,0.7979650974991642,0.451806832374428,True,1.0,1.0633998275446332,0.13962012662445852,chem
CPC001 HA1E 24H-ro 60-0175-10.0,ro 60-0175,HA1E,24H,10.0,42,39,0,0,1.0,1.0,0.0,0.0,-0.0,0.9863854370713357,-0.9863854370713357,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-kf 38789-10.0,kf 38789,HA1E,24H,10.0,95,94,0,0,1.0,1.0,0.0,0.0,-0.0,0.49536710861879296,-0.49536710861879296,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-lobelanidine hydrochloride-10.0,lobelanidine hydrochloride,HA1E,24H,10.0,85,60,2,1,0.023802039684718376,0.21196287520080873,9.181034482758621,4.46218487394958,2.2971260231181097,-0.0,2.2971260231181097,0.03173059609983418,True,1.0,4.124222644880943,0.004665111629456847,chem
CPC001 HA1E 24H-fluticasone propionate-10.0,fluticasone propionate,HA1E,24H,10.0,20,58,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-rimcazole dihydrochloride-10.0,rimcazole dihydrochloride,HA1E,24H,10.0,87,20,1,1,0.07743881863633138,0.21639730745761476,13.534736842105263,4.357045143638851,1.7757894282837243,0.5271883160897466,1.2486011121939777,0.08527761058759332,True,1.0,3.0598146032141083,0.019326891036321226,chem
CPC001 HA1E 24H-clobetasol propionate-10.0,clobetasol propionate,HA1E,24H,10.0,46,54,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ginsenoside-rc-10.0,ginsenoside-rc,HA1E,24H,10.0,69,62,1,0,0.22173067173433159,1.0,4.188196721311475,0.0,0.654174227302204,-0.0,0.654174227302204,0.5557217696993249,True,1.0,0.7698233549309331,0.2015994668443852,chem
CPC001 HA1E 24H-bw-b 70c-10.0,bw-b 70c,HA1E,24H,10.0,47,57,0,0,1.0,1.0,0.0,0.0,-0.0,0.7622425527905643,-0.7622425527905643,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-wortmannin-10.0,wortmannin,HA1E,24H,10.0,136,100,0,0,1.0,1.0,0.0,0.0,-0.0,0.37178853246535365,-0.37178853246535365,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-pd 166793-10.0,pd 166793,HA1E,24H,10.0,67,62,0,0,1.0,1.0,0.0,0.0,-0.0,0.6245429220468399,-0.6245429220468399,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-fr 139317-10.0,fr 139317,HA1E,24H,10.0,44,54,1,0,0.19603564821290864,1.0,4.826415094339622,0.0,0.7076649469372981,-0.0,0.7076649469372981,0.5154676520054673,True,1.0,0.8790348560959862,0.17560813062312564,chem
CPC001 HA1E 24H-u 18666a-10.0,u 18666a,HA1E,24H,10.0,105,62,0,1,1.0,0.2552603907065274,0.0,3.5927601809954752,0.5930165703589346,1.1817422141536316,-0.5887256437946969,0.6038110809706237,True,1.0,0.6449583396894902,0.22292569143618793,chem
CPC001 HA1E 24H-sdz nkt 343-10.0,sdz nkt 343,HA1E,24H,10.0,51,56,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-naltrindole hydrochloride-10.0,naltrindole hydrochloride,HA1E,24H,10.0,59,49,1,1,0.17956411208873052,0.15211527114417434,5.333333333333333,6.488843813387424,1.563607641743526,0.8928783478043839,0.6707292939391422,0.12565571782491886,True,1.0,2.6266050374049614,0.031322892369210265,chem
CPC001 HA1E 24H-tenidap-10.0,tenidap,HA1E,24H,10.0,27,43,1,1,0.15936974499723136,0.07255857404396601,6.100952380952381,14.547511312217194,1.9369053830900596,-0.0,1.9369053830900596,0.06313620405148782,True,1.0,3.388763538769212,0.01299566811062979,chem
CPC001 HA1E 24H-sarmentogenin-10.0,sarmentogenin,HA1E,24H,10.0,143,256,4,0,0.017979193078825464,1.0,4.470418470418471,0.0,1.7452298036638225,0.6421431884633737,1.1030866152004488,0.09022930196688313,True,1.0,2.9974213039175637,0.020659780073308896,chem
CPC001 HA1E 24H-ntncb hydrochloride-10.0,ntncb hydrochloride,HA1E,24H,10.0,131,45,0,1,1.0,0.3081946206649024,0.0,2.862443438914027,0.5111749458769689,0.38416774042990404,0.12700720544706484,0.6709470273902775,True,1.0,0.4778630616966705,0.254915028323892,chem
CPC001 HA1E 24H-ebpc-10.0,ebpc,HA1E,24H,10.0,42,45,1,1,0.16615372806130616,0.11069037968717034,5.821818181818182,9.203730272596843,1.735380032673451,-0.0,1.735380032673451,0.09188195849042913,True,1.0,2.977311118761544,0.021326224591802733,chem
"CPC001 HA1E 24H-l-732,138-10.0","l-732,138",HA1E,24H,10.0,76,65,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ro 08-2750-10.0,ro 08-2750,HA1E,24H,10.0,97,146,1,0,0.4480067012296149,1.0,1.7387586206896553,0.0,0.34871548982936135,0.48791003667950106,-0.1391945468501397,0.8077323776450116,True,1.0,0.14617111224350335,0.3015661446184605,chem
CPC001 HA1E 24H-gr 32191 hydrochloride-10.0,gr 32191 hydrochloride,HA1E,24H,10.0,25,46,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-o-2050-10.0,o-2050,HA1E,24H,10.0,46,45,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-rottlerin ncgc00025228-11-10.0,rottlerin ncgc00025228-11,HA1E,24H,10.0,139,177,0,0,1.0,1.0,0.0,0.0,-0.0,0.9726942275315625,-0.9726942275315625,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-jak3 inhibitor vi-10.0,jak3 inhibitor vi,HA1E,24H,10.0,145,240,3,0,0.06988186898694562,1.0,3.418271876719868,0.0,1.1556354883504858,-0.0,1.1556354883504858,0.2558339617689213,True,1.0,1.793652113803585,0.06597800733088971,chem
CPC001 HA1E 24H-zk 164015-10.0,zk 164015,HA1E,24H,10.0,40,49,1,0,0.17956411208873052,1.0,5.333333333333333,0.0,0.7457804576422037,-0.0,0.7457804576422037,0.48791572895196733,True,1.0,0.9568549372269262,0.16061312895701432,chem
CPC001 HA1E 24H-isoeugenitol-10.0,isoeugenitol,HA1E,24H,10.0,61,54,1,0,0.19603564821290864,1.0,4.826415094339622,0.0,0.7076649469372981,0.6604243160213854,0.047240630915912685,0.5154676520054673,True,1.0,0.8790348560959862,0.17560813062312564,chem
CPC001 HA1E 24H-r(-)-n-allylnorapomorphine-10.0,r(-)-n-allylnorapomorphine,HA1E,24H,10.0,56,47,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-angiogenesis inhibitor-10.0,angiogenesis inhibitor,HA1E,24H,10.0,70,71,1,1,0.24969371631983528,0.17794113953728358,3.6445714285714286,5.445012787723785,1.35231601930299,-0.0,1.35231601930299,0.1827803698283563,True,1.0,2.195212911298824,0.04865044985004998,chem
CPC001 HA1E 24H-mibefradil dihydrochloride-10.0,mibefradil dihydrochloride,HA1E,24H,10.0,85,42,0,0,1.0,1.0,0.0,0.0,-0.0,0.5356881335312719,-0.5356881335312719,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ic 261-10.0,ic 261,HA1E,24H,10.0,101,116,1,1,0.375626138373073,0.24678481747818873,2.202782608695652,3.7388235294117647,1.0329257566540981,0.4735368277919005,0.5593889288621976,0.31317366947377073,True,1.0,1.5431168041733314,0.08297234255248251,chem
CPC001 HA1E 24H-benzo[a]pyrene-10.0,benzo[a]pyrene,HA1E,24H,10.0,51,52,0,0,1.0,1.0,0.0,0.0,-0.0,0.7300406268108973,-0.7300406268108973,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-cdc-10.0,cdc,HA1E,24H,10.0,41,58,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-gbr 13069 dihydrochloride-10.0,gbr 13069 dihydrochloride,HA1E,24H,10.0,61,26,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-gr 127935 hydrochloride-10.0,gr 127935 hydrochloride,HA1E,24H,10.0,134,112,1,0,0.3653118645941806,1.0,2.283603603603604,0.0,0.4373362225482623,-0.0,0.4373362225482623,0.7331823247794703,True,1.0,0.3271072320153584,0.28023992002665776,chem
CPC001 HA1E 24H-dichlorobenzamil-10.0,dichlorobenzamil,HA1E,24H,10.0,129,110,0,0,1.0,1.0,0.0,0.0,-0.0,0.38929061718825575,-0.38929061718825575,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-cyclosporin a-10.0,cyclosporin a,HA1E,24H,10.0,87,68,0,1,1.0,0.21639730745761476,0.0,4.357045143638851,0.6647481472788466,-0.0,0.6647481472788466,0.5476235035128203,True,1.0,0.7914120282882204,0.19726757747417528,chem
CPC001 HA1E 24H-cosmosiin-10.0,cosmosiin,HA1E,24H,10.0,25,62,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-syrosingopine-10.0,syrosingopine,HA1E,24H,10.0,47,43,1,0,0.15936974499723136,1.0,6.100952380952381,0.0,0.7975941222616931,0.7622425527905643,0.03535156947112883,0.45205679761433903,True,1.0,1.0626424108776737,0.1409530156614462,chem
"CPC001 HA1E 24H-ly-165,163-10.0","ly-165,163",HA1E,24H,10.0,54,47,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ag 556-10.0,ag 556,HA1E,24H,10.0,74,62,0,1,1.0,0.18714677864101364,0.0,5.143432715551974,0.7278176439995865,1.9027283641637318,-1.1749107201641453,0.5007789641472482,True,1.0,0.9201804288927504,0.16694435188270576,chem
CPC001 HA1E 24H-fit-10.0,fit,HA1E,24H,10.0,137,107,1,0,0.3521884880253418,1.0,2.393207547169811,0.0,0.45322484390758244,0.36938311942372987,0.08384172448385258,0.7197284388251124,True,1.0,0.3595468813962584,0.2735754748417194,chem
CPC001 HA1E 24H-am 404-10.0,am 404,HA1E,24H,10.0,61,39,1,0,0.14564222006616478,1.0,6.747368421052632,0.0,0.8367127096121924,0.6604243160213854,0.17628839359080695,0.42623684344579826,True,1.0,1.142510464198859,0.12862379206931024,chem
CPC001 HA1E 24H-digoxin-10.0,digoxin,HA1E,24H,10.0,171,269,4,0,0.0211805877079652,1.0,4.242195540308748,0.0,1.67406199348325,-0.0,1.67406199348325,0.10282476777250024,True,1.0,2.8521186525890396,0.02332555814728424,chem
CPC001 HA1E 24H-arecaidine propargyl ester tosylate-10.0,arecaidine propargyl ester tosylate,HA1E,24H,10.0,44,49,1,0,0.17956411208873052,1.0,5.333333333333333,0.0,0.7457804576422037,0.788430056468702,-0.042649598826498325,0.48791572895196733,True,1.0,0.9568549372269262,0.16061312895701432,chem
CPC001 HA1E 24H-sb 269970 hydrochloride-10.0,sb 269970 hydrochloride,HA1E,24H,10.0,90,58,0,0,1.0,1.0,0.0,0.0,-0.0,0.514862283016828,-0.514862283016828,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-levcromakalim-10.0,levcromakalim,HA1E,24H,10.0,47,43,1,0,0.15936974499723136,1.0,6.100952380952381,0.0,0.7975941222616931,-0.0,0.7975941222616931,0.45205679761433903,True,1.0,1.0626424108776737,0.1409530156614462,chem
CPC001 HA1E 24H-resveratrol-10.0,resveratrol,HA1E,24H,10.0,81,88,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-pdgf receptor tyrosine kinase inhibitor i-10.0,pdgf receptor tyrosine kinase inhibitor i,HA1E,24H,10.0,57,103,2,0,0.06361753690538624,1.0,5.236798679867987,0.0,1.19642314958117,-0.0,1.19642314958117,0.23887533327290805,True,1.0,1.8769278996296586,0.062312562479173605,chem
CPC001 HA1E 24H-h 89 dihydrochloride-10.0,h 89 dihydrochloride,HA1E,24H,10.0,88,71,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-zuclopenthixol hydrochloride-10.0,zuclopenthixol hydrochloride,HA1E,24H,10.0,65,42,0,0,1.0,1.0,0.0,0.0,-0.0,0.6360850498129149,-0.6360850498129149,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-isoflupredone acetate-10.0,isoflupredone acetate,HA1E,24H,10.0,31,44,0,0,1.0,1.0,0.0,0.0,-0.0,1.8666348716368522,-1.8666348716368522,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-syk inhibitor-10.0,syk inhibitor,HA1E,24H,10.0,62,95,0,0,1.0,1.0,0.0,0.0,-0.0,2.730751542946522,-2.730751542946522,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-nsc 693868-10.0,nsc 693868,HA1E,24H,10.0,63,43,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ag 494-10.0,ag 494,HA1E,24H,10.0,35,51,0,0,1.0,1.0,0.0,0.0,-0.0,0.8766267776019061,-0.8766267776019061,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-bapta-am-10.0,bapta-am,HA1E,24H,10.0,25,69,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-tms-10.0,tms,HA1E,24H,10.0,42,65,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-aloisine-10.0,aloisine,HA1E,24H,10.0,47,34,0,0,1.0,1.0,0.0,0.0,-0.0,0.7622425527905643,-0.7622425527905643,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-oxindole i-10.0,oxindole i,HA1E,24H,10.0,28,36,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-jak3 inhibitor ii-10.0,jak3 inhibitor ii,HA1E,24H,10.0,55,69,0,0,1.0,1.0,0.0,0.0,-0.0,1.4559262162571371,-1.4559262162571371,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-metergoline-10.0,metergoline,HA1E,24H,10.0,71,30,0,0,1.0,1.0,0.0,0.0,-0.0,0.6025923867714367,-0.6025923867714367,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-cyclopamine-10.0,cyclopamine,HA1E,24H,10.0,46,45,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-ag-879-10.0,ag-879,HA1E,24H,10.0,51,61,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-sb 225002-10.0,sb 225002,HA1E,24H,10.0,75,145,1,0,0.44572971792515226,1.0,1.751111111111111,0.0,0.35092840943940395,-0.0,0.35092840943940395,0.8058982843454677,True,1.0,0.15068920948016454,0.3012329223592136,chem
CPC001 HA1E 24H-vegf receptor 2 kinase inhibitor iv-10.0,vegf receptor 2 kinase inhibitor iv,HA1E,24H,10.0,47,36,0,0,1.0,1.0,0.0,0.0,-0.0,0.7622425527905643,-0.7622425527905643,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-t 98475-10.0,t 98475,HA1E,24H,10.0,104,71,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-lylamine hydrochloride-10.0,lylamine hydrochloride,HA1E,24H,10.0,148,112,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-BRD-K62310379 (fluticasone propionate)-10.0,brd-k62310379 (fluticasone propionate),HA1E,24H,10.0,29,62,0,0,1.0,1.0,0.0,0.0,-0.0,2.859862114282703,-2.859862114282703,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-austricine hydrate-10.0,austricine hydrate,HA1E,24H,10.0,37,61,1,0,0.2185625172745057,1.0,4.258666666666667,0.0,0.6604243160213854,-0.0,0.6604243160213854,0.5509268621917025,True,1.0,0.7825841025165525,0.1979340219926691,chem
CPC001 HA1E 24H-cfm 1571 hydrochloride-10.0,cfm 1571 hydrochloride,HA1E,24H,10.0,52,19,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-diphenyleneiodonium chloride-10.0,diphenyleneiodonium chloride,HA1E,24H,10.0,74,97,2,1,0.05721384211874097,0.18714677864101364,5.57280701754386,5.143432715551974,1.970316530791861,-0.0,1.970316530791861,0.059284886079955766,True,1.0,3.4569787660283176,0.012329223592135955,chem
CPC001 HA1E 24H-lawsone-10.0,lawsone,HA1E,24H,10.0,43,43,0,1,1.0,0.1131791192962548,0.0,8.983193277310924,0.946233689851697,-0.0,0.946233689851697,0.3597719270071249,True,1.0,1.3661184235349881,0.09763412195934688,chem
"CPC001 HA1E 24H-ici-162,846-10.0","ici-162,846",HA1E,24H,10.0,52,50,0,1,1.0,0.13528368405107447,0.0,7.387543252595155,0.868754578523359,0.7224238932797868,0.14633068524357218,0.4059026415009191,True,1.0,1.2079300477788584,0.11929356881039653,chem
CPC001 HA1E 24H-gsk-3b inhibitor viii-10.0,gsk-3b inhibitor viii,HA1E,24H,10.0,69,86,1,1,0.2941649340268648,0.1756243931010335,2.9943529411764707,5.525951557093426,1.2868242621833215,0.6133860774839782,0.6734381846993432,0.204739793484254,True,1.0,2.0614990043301193,0.052649116961012994,chem
CPC001 HA1E 24H-tyrphostin ag 1478-10.0,tyrphostin ag 1478,HA1E,24H,10.0,74,85,0,0,1.0,1.0,0.0,0.0,-0.0,0.6737401980679902,-0.6737401980679902,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-w-9 hydrochloride-10.0,w-9 hydrochloride,HA1E,24H,10.0,52,54,0,0,1.0,1.0,0.0,0.0,-0.0,0.7224238932797868,-0.7224238932797868,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-cdk2/5 inhibitor-10.0,cdk2/5 inhibitor,HA1E,24H,10.0,54,68,0,0,1.0,1.0,0.0,0.0,-0.0,0.7076649469372981,-0.7076649469372981,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-peucedanin-10.0,peucedanin,HA1E,24H,10.0,37,37,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-jak3 inhibitor i-10.0,jak3 inhibitor i,HA1E,24H,10.0,46,50,0,1,1.0,0.12060593047710985,0.0,8.380392156862746,0.9186313363902346,-0.0,0.9186313363902346,0.3757148294095546,True,1.0,1.3097629570582023,0.10396534488503832,chem
CPC001 HA1E 24H-arp 101-10.0,arp 101,HA1E,24H,10.0,146,108,0,0,1.0,1.0,0.0,0.0,-0.0,0.5824322020278224,-0.5824322020278224,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-purmorphamine-10.0,purmorphamine,HA1E,24H,10.0,33,47,0,1,1.0,0.0879929549047966,0.0,11.808823529411764,1.05555209794588,-0.0,1.05555209794588,0.30185970206486407,True,1.0,1.5893127932197586,0.07964011996001333,chem
CPC001 HA1E 24H-imd 0354-10.0,imd 0354,HA1E,24H,10.0,141,189,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-homoharringtonine-10.0,homoharringtonine,HA1E,24H,10.0,183,251,1,0,0.6430371448571173,1.0,0.99168,0.0,0.19176393945440381,1.094896381988108,-0.9031324425337041,0.92697198918881,False,1.0,-0.17427539779719853,0.31322892369210265,chem
CPC001 HA1E 24H-gangleoidin acetate-10.0,gangleoidin acetate,HA1E,24H,10.0,38,56,1,0,0.20253482817430737,1.0,4.649454545454545,0.0,0.6935002841365968,-0.0,0.6935002841365968,0.5259512351037625,True,1.0,0.8501149967537601,0.1809396867710763,chem
CPC001 HA1E 24H-leflunomide-10.0,leflunomide,HA1E,24H,10.0,31,40,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-herniarin-10.0,herniarin,HA1E,24H,10.0,44,44,1,1,0.16276834344693925,0.11566128005704895,5.9581395348837205,8.772913816689467,1.7252420620110986,-0.0,1.7252420620110986,0.09361257344213049,True,1.0,2.956612519035165,0.02165944685104965,chem
CPC001 HA1E 24H-BRD-K81209512 (ag 494)-10.0,brd-k81209512 (ag 494),HA1E,24H,10.0,50,51,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-vorinostat-10.0,vorinostat,HA1E,24H,10.0,243,187,1,2,0.5339959520588831,0.14498705598080863,1.3466666666666667,3.2235477178423237,1.1111328036881039,0.20004818332824295,0.9110846203598609,0.2755062533411766,True,1.0,1.7027913994402464,0.07064311896034656,chem
CPC001 HA1E 24H-halcinonide-10.0,halcinonide,HA1E,24H,10.0,45,45,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-pd 407824-10.0,pd 407824,HA1E,24H,10.0,158,154,0,0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-fk 888-10.0,fk 888,HA1E,24H,10.0,30,51,0,1,1.0,0.08030634288988928,0.0,13.036511156186613,1.0952501511934496,-0.0,1.0952501511934496,0.28283144476658817,True,1.0,1.670363936634417,0.07464178607130956,chem
CPC001 HA1E 24H-r(+)-skf-81297-10.0,r(+)-skf-81297,HA1E,24H,10.0,82,58,0,0,1.0,1.0,0.0,0.0,-0.0,0.5488889053617282,-0.5488889053617282,1.0,False,1.0,-0.5657980364905775,1.0,chem
CPC001 HA1E 24H-strophanthidin-10.0,strophanthidin,HA1E,24H,10.0,67,184,0,0,1.0,1.0,0.0,0.0,-0.0,0.6245429220468399,-0.6245429220468399,1.0,False,1.0,-0.5657980364905775,1.0,chem
