perturbagen,n_signatures,n_cell_lines,median_net,max_net,min_fdr,median_z,frac_directional,n_sig_fdr05,rank_percentile
rgs7,1,1,3.015260640488532,3.015260640488532,0.36231580312431827,4.66599614657225,1.0,0,99.32821497120922
kcnmb4,1,1,2.9963981261982955,2.9963981261982955,0.36231580312431827,4.246315166675498,1.0,0,99.30902111324377
slc25a13,1,1,2.9224117067991333,2.9224117067991333,0.3641524831804982,4.213191065134827,1.0,0,99.28982725527831
crbn,1,1,2.9085177258347628,2.9085177258347628,0.36231580312431827,4.583843399468813,1.0,0,99.27063339731286
akr1a1,1,1,2.906487607205625,2.906487607205625,0.19836877837287673,7.113837457813089,1.0,0,99.2514395393474
cisd1,1,1,2.877693258345925,2.877693258345925,0.3036816374506944,5.1965314958287765,1.0,0,99.23224568138195
igfbp4,1,1,2.877146968899649,2.877146968899649,0.3036816374506944,5.188321141586617,1.0,0,99.2130518234165
abcb1,1,1,2.875118388260108,2.875118388260108,0.3036816374506944,5.197533596873573,1.0,0,99.19385796545106
si,1,1,2.870806819698111,2.870806819698111,0.36231580312431827,4.593328616575392,1.0,0,99.1746641074856
eef2,1,1,2.839239150023788,2.839239150023788,0.3036816374506944,5.571659108209297,1.0,0,99.15547024952015
dbi,1,1,2.837914859170329,2.837914859170329,0.36231580312431827,4.241943637779664,1.0,0,99.1362763915547
slc50a1,1,1,2.8253457482350988,2.8253457482350988,0.30499830992668386,5.048662038288048,1.0,0,99.11708253358925
