gene,chrom,n_snps,min_p,score
ZNF285,19,322,0.0113852,1.9436593358759384
ZNF286A,17,202,0.0032713,2.4852796263518653
ZNF286B,17,201,0.0491598,1.3083898926503734
ZNF287,17,123,0.0377329,1.4232798153768476
ZNF292,6,560,0.00500599,2.300510022276568
ZNF295-AS1,21,198,0.00824081,2.0840300988318416
ZNF296,19,92,0.00065268,3.185299695137204
ZNF3,7,112,0.00243708,2.6131302143572137
ZNF30,19,197,0.00288237,2.5402502710430857
ZNF30-AS1,19,107,0.00879792,2.0556199914062705
ZNF300,5,149,0.0430309,1.3662195704652909
ZNF300P1,5,169,0.066007,1.1804100053646565
ZNF302,19,164,0.00685378,2.1640698401336764
ZNF304,19,144,0.00116555,2.933469091291129
ZNF311,6,141,0.00241013,2.617959531383651
ZNF316,7,189,0.0464911,1.3326301780957155
ZNF317,19,283,0.018804,1.725749757483785
ZNF318,6,154,0.00472748,2.325370299798208
ZNF319,16,102,0.0114744,1.9402700145926046
ZNF32,10,104,0.0410336,1.3868603794125818
ZNF32-AS1,10,88,0.0622157,1.2061000081872173
ZNF32-AS2,10,89,0.0622157,1.2061000081872173
ZNF32-AS3,10,305,0.0149727,1.8246998770538212
ZNF320,19,403,0.00772005,2.1123798868852774
ZNF321P,19,226,0.0116969,1.9319292229788898
ZNF322,6,191,0.00340549,2.4678203906570135
ZNF324,19,75,0.0187422,1.7271794320297922
ZNF324B,19,81,0.0186535,1.7292396685161902
ZNF326,1,153,0.00286609,2.5427101761544195
ZNF329,19,228,0.0199945,1.6990894517433137
ZNF330,4,116,0.035836,1.445680472081217
ZNF331,19,621,0.00873012,2.0589797866518587
ZNF333,19,345,0.00392753,2.405880488965342
ZNF334,20,110,0.0024884,2.604079807329368
ZNF335,20,197,0.0616694,1.2099302769337852
ZNF337,20,165,4.62498e-05,4.334890140959201
ZNF337-AS1,20,262,0.00985099,2.006520121793573
ZNF33A,10,368,0.000529651,3.2760102034169587
ZNF33B,10,408,6.8824e-05,4.162260090107345
ZNF33BP1,10,112,0.0237279,1.6247406966233342
ZNF34,8,140,0.0411879,1.3852303503514634
ZNF341,20,202,0.0439785,1.3567595874543616
ZNF341-AS1,20,98,0.0193117,1.7141794937958434
ZNF343,20,247,4.0754e-05,4.389829758882951
ZNF345,19,244,0.0126973,1.8962886191829993
ZNF346,5,396,0.0055129,2.2586198852356008
ZNF347,19,243,8.30922e-05,4.08043974223212
ZNF35,3,68,0.0798031,1.0979802378880628
ZNF350,19,239,0.0202848,1.6928292699081182
ZNF350-AS1,19,319,0.0202848,1.6928292699081182
ZNF354A,5,219,0.0025847,2.587589857175612
ZNF354B,5,394,0.0222844,1.651999054653734
ZNF354C,5,189,0.0211266,1.675170390313999
ZNF358,19,101,0.0260303,1.584520826604795
ZNF362,1,207,0.00305478,2.5150200614366223
ZNF365,10,572,0.000203878,3.69062963539932
ZNF366,5,374,0.0261198,1.5830301527885762
ZNF367,9,211,0.00363882,2.439039426947479
ZNF37A,10,412,0.00599474,2.2222296480970645
ZNF37BP,10,374,6.57855e-05,4.1818698201236995
ZNF382,19,143,0.017291,1.7621798892059348
ZNF383,19,153,0.0014991,2.824169395837751
ZNF384,12,73,0.0130695,1.883741026910244
ZNF385A,12,105,0.0132556,1.877600609628987
ZNF385B,2,2278,0.000953016,3.0208998080150002
ZNF385C,17,278,0.00241357,2.617340100958453
ZNF385D,3,2087,0.00276771,2.5578794171046533
ZNF385D-AS1,3,293,0.0103536,1.9849086175218678
ZNF385D-AS2,3,421,0.119605,0.9222506646032896
ZNF391,6,341,0.00520895,2.2832498112807436
ZNF394,7,84,0.0167186,1.7768000927900134
ZNF395,8,144,0.0344977,1.4622098588573278
ZNF396,18,119,0.0159107,1.7983107129084295
ZNF397,18,109,0.00125725,2.9005783557070353
ZNF398,7,401,0.0121964,1.9137683407067834
ZNF404,19,77,0.0106795,1.9714490799220827
ZNF407,18,1653,0.00776211,2.1100202069896516
ZNF408,11,72,0.0049049,2.309369842492168
ZNF410,14,334,0.004189,2.3778896396387803
ZNF414,19,169,0.0063947,2.194179825133832
ZNF415,19,299,8.30922e-05,4.08043974223212
ZNF416,19,82,0.00315145,2.5014895788751437
ZNF417,19,140,0.000246928,3.6074296611574903
ZNF418,19,119,0.000246928,3.6074296611574903
ZNF419,19,201,0.0273369,1.5632507358993906
ZNF420,19,302,0.0215844,1.6658600192945259
ZNF423,16,1642,0.000155711,3.8076807061823223
ZNF425,7,189,0.0169118,1.771810165999869
ZNF426,19,203,0.0403227,1.3944503953164524
ZNF426-DT,19,160,0.0403227,1.3944503953164524
ZNF428,19,98,0.0328178,1.4838905360155443
ZNF429,19,278,0.0125355,1.901858338777145
ZNF43,19,298,0.0165101,1.782250296251642
ZNF430,19,220,0.00456499,2.340560169487749
ZNF431,19,306,0.0220217,1.6571491580199726
ZNF432,19,180,0.0246434,1.608299373643491
ZNF433,19,129,0.0144026,1.8415591007015106
ZNF433-AS1,19,313,0.0128094,1.89247121239363
ZNF436,1,108,0.0668205,1.1750902789758204
ZNF436-AS1,1,79,0.120239,0.9199546443330566
ZNF438,10,908,9.5971e-05,4.0178599799047925
ZNF439,19,166,0.00541091,2.266729689654266
ZNF44,19,193,0.0110489,1.9566809570657289
ZNF440,19,196,0.00392609,2.4060397490418284
ZNF441,19,202,0.00581447,2.2354898658995195
ZNF442,19,71,0.0136965,1.8633903981636109
ZNF443,19,351,0.0522938,1.2815497984252986
ZNF444,19,219,0.0012895,2.8895786535260437
ZNF445,3,186,0.00217065,2.663410197421973
ZNF446,19,110,0.0187422,1.7271794320297922
ZNF45,19,230,0.014282,1.84521097126125
ZNF451,6,188,0.0390247,1.4086604268650416
ZNF451-AS1,6,137,0.0401255,1.3965795428515444
ZNF454,5,249,0.0270664,1.5675695042629334
ZNF460,19,193,0.0193959,1.712290063655304
ZNF460-AS1,19,168,0.0185456,1.7317591115144535
ZNF461,19,157,0.00989054,2.0047799963079753
ZNF462,9,483,0.00674746,2.170859681329544
ZNF467,7,170,0.0354544,1.4503298598563321
ZNF468,19,341,0.00772005,2.1123798868852774
ZNF469,16,514,0.00399889,2.3980605421155547
ZNF470,19,174,0.000744098,3.1283698627654046
ZNF471,19,214,0.0191955,1.7168005709957648
ZNF473,19,124,0.00759959,2.1192098373956174
ZNF474,5,98,0.00676254,2.1698901530531525
ZNF479,7,203,0.00624986,2.204129710961277
ZNF48,16,93,0.0341657,1.466409676857787
ZNF480,19,332,0.00292112,2.5344506017846284
ZNF483,9,354,0.0128399,1.8914383586361148
ZNF484,9,248,0.0149379,1.825710452220465
ZNF485,10,159,0.0163467,1.78656990761787
ZNF486,19,243,0.0212501,1.67263902187974
ZNF487,10,356,0.0110078,1.9582994697049885
ZNF488,10,93,0.00934545,2.029399781731744
ZNF490,19,195,0.0362877,1.4402405575355501
ZNF491,19,121,0.00637074,2.1958101188026573
ZNF492,19,513,0.0179717,1.7454108396579133
ZNF493,19,265,0.0141192,1.8501899099009476
ZNF496,1,224,0.00185012,2.732800102057703
ZNF497,19,99,0.0111132,1.9541608697506174
ZNF500,16,236,0.0305851,1.514490095209429
ZNF501,3,95,0.00684542,2.1645999006217944
ZNF502,3,135,0.00650939,2.186459707598703
ZNF503,10,514,0.0057069,2.2435997373737138
ZNF503-AS1,10,324,0.00576169,2.23945011205893
ZNF503-AS2,10,80,0.00774194,2.111150198784293
ZNF506,19,206,0.00132541,2.8776497570522737
ZNF507,19,229,0.00334503,2.4755999828958495
ZNF510,9,162,0.0231723,1.6350308575464838
ZNF511,10,84,0.00209744,2.678310453880248
ZNF512,2,183,0.00838127,2.0766901684578056
ZNF512B,20,152,1.7825e-05,4.748970461476097
ZNF513,2,66,0.0511564,1.2911000254745761
ZNF514,2,55,0.0331642,1.479330474463177
ZNF516,18,743,0.00148994,2.826831220308249
ZNF516-DT,18,81,0.0300213,1.5225705056103251
ZNF517,8,157,0.0411879,1.3852303503514634
ZNF518A,10,447,0.00892257,2.0495100362000427
ZNF518B,4,177,0.00297475,2.5265495268035485
ZNF519,18,250,0.000197583,3.7042504247473755
ZNF521,18,1161,0.00102049,2.9911912466716712
ZNF524,19,80,0.00248056,2.6054502637482275
ZNF525,19,321,0.0181978,1.7399811123232598
ZNF526,19,50,0.0141156,1.850300656932506
ZNF527,19,125,0.00705635,2.151419886025489
ZNF528,19,218,0.0790751,1.1019602501941463
ZNF528-AS1,19,156,0.0790751,1.1019602501941463
ZNF529,19,273,0.017291,1.7621798892059348
ZNF529-AS1,19,140,0.0184285,1.7345100130302156
ZNF530,19,110,0.0534811,1.2717996687433153
ZNF532,18,613,0.0036557,2.437029451256147
ZNF534,19,371,0.00704336,2.152220113394146
ZNF536,19,1905,0.000497622,3.303100427619095
ZNF540,19,252,1.99278e-05,4.7005406441293305
ZNF541,19,246,0.00260825,2.583650783945894
ZNF542P,19,131,0.0413209,1.383830227791889
ZNF543,19,219,0.000889816,3.0506997893620396
ZNF544,19,386,0.0109554,1.960371760994982
ZNF546,19,185,0.0338384,1.470590180136524
ZNF547,19,151,0.00151199,2.8204510811623127
ZNF548,19,124,0.00286339,2.5431194960884937
ZNF549,19,138,0.0311093,1.5071097609760788
ZNF550,19,95,0.00315145,2.5014895788751437
ZNF551,19,102,0.0284761,1.5455194906131113
ZNF552,19,123,0.00125589,2.901048397609233
ZNF554,19,185,0.00126867,2.896651329691647
ZNF555,19,207,0.00784133,2.1056102686073186
ZNF556,19,206,0.00784133,2.1056102686073186
ZNF557,19,186,0.00399154,2.3988595142215074
ZNF558,19,177,0.00151123,2.8206694336561435
ZNF559,19,188,0.0230808,1.636749142242292
ZNF559-ZNF177,19,351,0.0230808,1.636749142242292
ZNF56,19,331,0.000634541,3.1975403113179164
ZNF560,19,235,0.00380969,2.4191103620584524
ZNF561,19,130,0.0300372,1.5223405537326196
ZNF561-AS1,19,106,0.0274625,1.5612599300714332
ZNF562,19,213,0.0274625,1.5612599300714332
ZNF563,19,103,0.0154504,1.811060272514614
ZNF564,19,161,0.00516107,2.287260250519746
ZNF565,19,386,0.00980822,2.0084098014192096
ZNF566,19,242,0.0235288,1.628400221853635
ZNF567,19,195,0.0250946,1.6004197224436598
ZNF568,19,644,0.0168799,1.772630130552593
ZNF569,19,229,0.0186406,1.7295401127709107
ZNF57,19,354,0.101172,0.9949396646508744
ZNF570,19,115,0.0189841,1.7216099871098385
ZNF571,19,158,0.000782781,3.1063597242701664
ZNF571-AS1,19,205,1.99278e-05,4.7005406441293305
ZNF572,8,109,0.0209387,1.6790502854247245
ZNF573,19,192,0.00564443,2.248379908540344
ZNF574,19,52,0.00783791,2.105799727682078
ZNF575,19,108,0.00996988,2.0013100689352314
ZNF576,19,68,0.0587801,1.2307696794166685
ZNF577,19,730,0.0146083,1.8354003209292489
ZNF578,19,626,0.00863893,2.063540045006354
ZNF579,19,146,0.000544766,3.2637900054880102
ZNF580,19,92,0.0285417,1.5445201630142422
ZNF581,19,92,0.0285417,1.5445201630142422
ZNF582,19,127,0.0413209,1.383830227791889
ZNF582-AS1,19,118,0.0599474,1.2222296480970645
ZNF583,19,144,0.0461105,1.336200168475374
ZNF584,19,167,0.0116646,1.9331301493495492
ZNF585A,19,172,0.00950014,2.0222699946291036
ZNF585B,19,126,0.0133186,1.8755414241318964
ZNF586,19,122,0.0288317,1.5401297496044164
ZNF587,19,193,0.0154454,1.8112008399981214
ZNF587B,19,189,0.0256584,1.5907704287419124
ZNF589,3,132,0.000454339,3.3426199821864193
ZNF592,15,319,0.0165585,1.7809790076011591
ZNF593,1,94,0.0683896,1.1650099363795712
ZNF594,17,101,0.0343463,1.4641200410245785
ZNF595,4,183,0.086866,1.0611501763910507
ZNF596,8,187,0.0160472,1.7946007346380715
ZNF597,16,172,0.0205457,1.6872790575679182
ZNF598,16,177,0.00230723,2.6369091099644133
ZNF599,19,111,0.0101237,1.9946607329601482
ZNF600,19,346,0.0272483,1.5646605878332014
ZNF605,12,131,0.0027281,2.5641397144216382
ZNF606,19,237,0.00294992,2.5301897616590097
ZNF607,19,151,0.00186337,2.7297009008720616
ZNF608,5,612,0.0103155,1.9865097166022962
ZNF609,15,796,0.0188079,1.7256596929836938
ZNF610,19,333,0.000694512,3.1583202459828676
ZNF611,19,339,0.00488495,2.3111398771520095
ZNF613,19,223,0.0179829,1.7451402707540933
ZNF614,19,168,0.0246434,1.608299373643491
ZNF615,19,208,0.0202848,1.6928292699081182
ZNF616,19,235,0.0163452,1.7866097610202916
ZNF618,9,820,0.00938275,2.027669855140405
ZNF619,3,153,0.00309022,2.5100106010331236
ZNF620,3,94,0.00192504,2.7155602419483156
ZNF621,3,119,0.00192504,2.7155602419483156
ZNF622,5,98,0.0207931,1.682080757781113
ZNF623,8,178,0.00252464,2.5978005411730436
ZNF624,17,221,0.130334,0.8849422758743266
ZNF625,19,107,0.0106731,1.9717094214980422
ZNF625-ZNF20,19,150,0.0106731,1.9717094214980422
ZNF626,19,538,0.0153684,1.813371344428766
ZNF627,19,219,0.00138357,2.8589988633790613
ZNF628,19,176,0.00425814,2.3707800638399372
ZNF629,16,43,0.0748462,1.125830244231076
ZNF638,2,562,0.00938966,2.0273501332713977
ZNF639,3,164,0.000913671,3.039210159415525
ZNF641,12,142,0.0371749,1.429750191050974
ZNF644,1,376,0.00228444,2.6412202440478074
ZNF646,16,62,0.0715847,1.14517979075944
ZNF648,1,109,0.0511894,1.2908199608622621
ZNF649,19,231,0.0186767,1.728699857142163
ZNF649-AS1,19,217,0.0186767,1.728699857142163
ZNF652,17,347,0.00765191,2.1162301466861995
ZNF653,19,178,0.0368961,1.4330195373095782
ZNF654,3,405,0.00091698,3.0376401365048538
ZNF655,7,88,0.0495131,1.3052798817730018
ZNF658,9,107,0.00367122,2.4351895893660287
ZNF658B,9,851,0.00145188,2.838069277225094
ZNF66,19,549,0.0160206,1.7953212228454423
ZNF660,3,109,0.0315617,1.5008396125369068
ZNF660-ZNF197,3,232,0.0315617,1.5008396125369068
ZNF662,3,96,0.0210771,1.6761891439641274
ZNF663P,20,80,0.0955939,1.0195698198668135
ZNF664,12,196,0.0019173,2.717309927731782
ZNF664-RFLNA,12,1625,0.000393106,3.4054903274671013
ZNF665,19,310,0.0107934,1.966841727824601
ZNF667,19,207,0.00253151,2.59662035271868
ZNF667-AS1,19,163,0.0261198,1.5830301527885762
ZNF668,16,90,0.0478597,1.3200300280116102
ZNF669,1,147,0.00942475,2.0257301610224845
ZNF670,1,460,0.0121972,1.9137398549084061
ZNF670-ZNF695,1,1030,0.00337303,2.471979796143583
ZNF671,19,108,0.0194958,1.7100589390624532
ZNF672,1,89,0.0215204,1.6671496606925302
ZNF675,19,168,0.0057023,2.24394993804072
ZNF676,19,179,0.065271,1.1852797335403489
ZNF677,19,218,0.0108278,1.9654597746690377
ZNF678,1,491,0.0440636,1.355920023838322
ZNF679,7,328,0.0051688,2.2866102719678874
ZNF680,7,396,0.0120154,1.9202617666910304
ZNF681,19,149,0.011955,1.9224504195482064
ZNF682,19,301,0.0244794,1.6111992311295211
ZNF683,1,181,0.00105092,2.978430342849897
ZNF684,1,225,0.0539523,1.2679900365043906
ZNF687,1,86,0.00649576,2.187370029425925
ZNF687-AS1,1,57,0.00649576,2.187370029425925
ZNF688,16,37,0.0209387,1.6790502854247245
ZNF689,16,60,0.0482559,1.316449580127547
ZNF69,19,189,0.00813486,2.089649916820626
ZNF691,1,74,0.0439076,1.3574603008879242
ZNF692,1,63,0.0455764,1.3412599819612754
ZNF695,1,518,0.00337303,2.471979796143583
ZNF696,8,186,0.0281067,1.551190141796371
ZNF697,1,210,0.0102329,1.9900012699519392
ZNF699,19,150,0.0230962,1.636459468367018
ZNF7,8,182,0.00955697,2.0196797772699826
ZNF70,22,152,0.00214279,2.669020389065537
ZNF700,19,196,0.00649636,2.1873299163898188
ZNF701,19,314,0.023076,1.6368394697138953
ZNF702P,19,316,0.0106699,1.9718396508334217
ZNF703,8,31,0.00720892,2.1421297939730852
ZNF704,8,664,0.00203025,2.6924504808377936
ZNF705A,12,105,0.0874158,1.0584100635595022
ZNF705B,8,65,0.0466584,1.3310701580215867
ZNF705D,8,55,0.0748411,1.125859837948894
ZNF705E,11,208,0.000701859,3.1537501267199
ZNF705G,8,79,0.00191346,2.7181806120707073
ZNF706,8,62,0.0572071,1.2425500673701428
ZNF707,8,155,0.0303291,1.5181404769571576
ZNF708,19,311,0.00652274,2.185569932349155
ZNF709,19,147,0.0248651,1.6044097898256489
ZNF71,19,261,0.00114251,2.942139990010136
ZNF71-SMIM17,19,424,0.00114251,2.942139990010136
ZNF710,15,342,0.0231905,1.6346898876319553
ZNF710-AS1,15,117,0.0721091,1.1420099248727595
ZNF713,7,322,0.0678485,1.168459749314839
ZNF714,19,375,0.00219038,2.659480534663561
ZNF716,7,229,0.0821524,1.0853797445657247
ZNF717,3,288,0.00169656,2.7704307766270952
ZNF718,4,642,0.00100814,2.996479153400861
ZNF720,16,202,0.0089586,2.047759854152671
ZNF721,4,355,0.0109537,1.9604391577041775
ZNF722P,7,192,0.0116936,1.9320517660455014
ZNF723,19,257,0.00591739,2.2278698065441325
ZNF724,19,177,0.00842384,2.0744898906090143
ZNF726,19,221,0.00268671,2.570779208221353
ZNF727,7,339,0.00313141,2.5042600658611436
ZNF728,19,189,0.0124715,1.9040813089476434
ZNF729,19,151,0.0810289,1.0913600567756303
ZNF730,19,160,0.000398768,3.399279699861436
ZNF732,4,271,0.0207401,1.683189153957417
ZNF733P,7,60,0.0285562,1.5442995850202015
ZNF735,7,223,0.00999378,2.0002702152133898
ZNF736,7,434,0.0139717,1.8547507480947498
ZNF737,19,483,0.00648963,2.1877800633751283
ZNF738,19,285,0.0165238,1.78189007025694
ZNF74,22,185,0.0411046,1.3861095736755462
ZNF740,12,108,0.00540779,2.2669801816396435
ZNF746,7,155,0.00842054,2.0746600567782196
ZNF747,16,51,0.0769113,1.1140098478823823
ZNF749,19,130,0.00988189,2.0051599847573587
ZNF750,17,179,0.0139499,1.8554289056236346
ZNF75A,16,86,0.00169442,2.7709789310335826
ZNF76,6,248,0.0119864,1.92131123348968
ZNF761,19,540,0.0140178,1.8533201406369666
ZNF763,19,236,0.0128094,1.89247121239363
ZNF764,16,53,0.0900554,1.0454902404248094
ZNF765,19,473,0.0150138,1.8235093737017436
ZNF765-ZNF761,19,811,0.0140178,1.8533201406369666
ZNF766,19,339,0.00292112,2.5344506017846284
ZNF767P,7,421,0.00221886,2.65387009891516
ZNF768,16,40,0.0769113,1.1140098478823823
ZNF77,19,184,0.0248828,1.6041007511464664
ZNF770,15,118,0.00619313,2.208089803618705
ZNF771,16,53,0.0499425,1.3015297217157553
ZNF772,19,164,0.00278875,2.554590416708106
ZNF773,19,322,0.0344279,1.4630894671654004
ZNF774,15,193,0.00400138,2.3977902029157883
ZNF775,7,151,0.0744012,1.1284200597609024
ZNF776,19,110,0.0151796,1.8187396724511824
ZNF777,7,167,0.0189165,1.723159215254459
ZNF778,16,343,0.055363,1.2567803844446355
ZNF780A,19,216,0.00334935,2.4750394672327847
ZNF780B,19,196,0.00255617,2.5924102664734154
ZNF781,19,170,0.00367612,2.434610320330753
ZNF782,9,168,0.0356443,1.4480099097522938
ZNF783,7,205,0.024764,1.6061792046591326
ZNF784,19,81,0.0266318,1.5745994793121327
ZNF785,16,44,0.0209387,1.6790502854247245
ZNF786,7,162,0.0157044,1.8039786515397112
ZNF787,19,265,0.00231249,2.6359201366231826
ZNF788P,19,133,0.0450132,1.346660111857292
ZNF789,7,91,0.0167186,1.7768000927900134
ZNF79,9,135,0.0339602,1.4690297607531553
ZNF790,19,143,0.0126973,1.8962886191829993
ZNF790-AS1,19,133,0.0185328,1.7320589610003636
ZNF791,19,195,0.0210785,1.67616029786658
ZNF792,19,138,0.00120999,2.9172182189089755
ZNF793,19,192,1.06547e-05,4.972458774028502
ZNF793-AS1,19,87,0.0335846,1.4738598198776383
ZNF799,19,93,0.0309236,1.5097099530096805
ZNF8,19,227,0.0125589,1.9010483976092332
ZNF8-ERVK3-1,19,276,0.0125589,1.9010483976092332
ZNF80,3,139,0.0208713,1.680450499413551
ZNF800,7,175,0.00384973,2.4145697285751364
ZNF804A,2,1205,0.0107932,1.9668497753074268
ZNF804B,7,3085,0.00167842,2.7750993540802793
ZNF805,19,215,0.0185456,1.7317591115144535
ZNF806,2,137,0.102251,0.9903324359625939
ZNF807P,19,118,0.0833931,1.0788698816871218
ZNF808,19,306,0.0161868,1.7908389992826654
ZNF812P,19,198,0.0503443,1.2980496933065668
ZNF813,19,464,0.00407465,2.3899096898925394
ZNF814,19,157,0.00957789,2.018730155043185
ZNF815P,7,518,0.00319433,2.495620219764266
ZNF816,19,222,0.0106699,1.9718396508334217
ZNF816-ZNF321P,19,369,0.0106699,1.9718396508334217
ZNF818P,19,170,0.00103906,2.9833593736010937
ZNF821,16,146,0.00395394,2.40296992527693
ZNF823,19,202,0.014894,1.8269886504926496
ZNF826P,19,115,0.00542888,2.265289757886373
ZNF827,4,570,0.0053374,2.2726702487079087
ZNF829,19,221,0.0127794,1.8934895360685542
ZNF83,19,851,0.00492153,2.3078998632363676
ZNF830,17,59,0.0025909,2.5865493489926754
ZNF831,20,613,0.0157159,1.8036607432597198
ZNF833P,19,135,0.000422299,3.374379946979061
ZNF835,19,175,0.00300926,2.5215402876048314
ZNF836,19,171,0.000869941,3.0605102005346114
ZNF837,19,146,0.0111132,1.9541608697506174
ZNF839,14,174,0.00722786,2.140990268094546
ZNF84,12,26,0.0657219,1.1822898897350291
ZNF84-DT,12,14,0.0657219,1.1822898897350291
ZNF841,19,317,0.0424248,1.3723801963668245
ZNF843,16,57,0.0065731,2.1822297605208143
ZNF844,19,154,0.0172131,1.7641409081934016
ZNF845,19,381,0.0163219,1.7872292872803095
ZNF846,19,191,0.057065,1.243630178397919
ZNF847P,1,69,0.0663743,1.1780000460647553
ZNF85,19,390,0.0241813,1.6165203549371965
ZNF850,19,195,7.12361e-05,4.1472998651049595
ZNF852,3,80,0.00633622,2.198169752010846
ZNF853,7,141,0.0814704,1.0890001514030394
ZNF860,3,158,0.00113214,2.9460998651371617
ZNF862,7,211,0.00164184,2.784669167863844
ZNF865,19,103,0.00248056,2.6054502637482275
ZNF875,19,289,0.00325177,2.487880179948609
ZNF876P,4,358,0.0371253,1.430330028238552
ZNF878,19,106,0.0165806,1.780399757743866
ZNF879,5,156,0.0251988,1.5986201404004834
ZNF880,19,273,0.000694512,3.1583202459828676
ZNF883,9,195,0.0183937,1.7353309011069689
ZNF888,19,273,0.0116969,1.9319292229788898
ZNF890P,7,355,0.00133746,2.8737191977471426
ZNF891,12,113,0.00514198,2.288869616900963
ZNF90,19,271,0.0234693,1.6294998635616529
ZNF91,19,241,0.0324086,1.4893397293938022
ZNF92,7,217,0.0250853,1.600580700792678
ZNF93,19,248,0.000561113,3.2509496693417
ZNF98,19,227,0.0139749,1.85465129110548
ZNF99,19,342,0.00535131,2.271539889730336
ZNFX1,20,301,0.0170785,1.7675502759379969
ZNHIT1,7,119,0.0177767,1.7501488566844987
ZNHIT2,11,54,0.0295311,1.529720375756471
ZNHIT3,17,93,0.00517929,2.285729771184519
ZNHIT6,1,331,0.00139312,2.8560114728845654
ZNNT1,8,80,0.0296081,1.5285894611007707
ZNRD1ASP,6,6239,0.00277805,2.5562599419934067
ZNRD2,11,53,0.159669,0.7967793946680216
ZNRD2-AS1,11,51,0.159669,0.7967793946680216
ZNRF1,16,473,0.00376765,2.4239294482700027
ZNRF2,7,300,0.0127081,1.8959193763694955
ZNRF2P1,7,97,0.0211758,1.6741601734873353
ZNRF2P2,7,151,0.0677407,1.169150319876706
ZNRF3,22,730,0.00130846,2.8832395493288794
ZNRF3-AS1,22,138,0.00358889,2.445039852651747
ZNRF4,19,103,0.00642066,2.192420327129663
ZP1,11,105,0.00643724,2.1913002987423043
ZP2,16,143,0.00599805,2.2219899182641227
ZP3,7,441,0.00154238,2.811808614889606
ZP4,1,178,0.0219877,1.6578201971762632
ZPBP,7,668,0.00162151,2.790080368649086
ZPBP2,17,132,0.0412553,1.384520250437788
